Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
Pi by Hard 'n Phirm,7,1,0.848,0.375,0.296,89.986,0.032,0.226,0.04,0.101,0.1,0.066,0.029,0.044,0.21,1.0,0.235,0.049,0.0,0.0,0.0,0.0,0.0,0.828525,0.0,happy
A Doomed Lover by My Dying Bride,11,1,0.18,0.803,0.145,114.559,1.0,0.963,0.776,0.743,0.904,0.741,0.545,0.648,0.544,0.611,0.611,0.64,0.0,0.5327109999999999,0.0,0.661683,0.0,0.0,0.0,sad
Marie Cherie by Annie,7,1,0.505,0.867,0.336,128.005,0.44,0.499,0.589,0.533,0.715,0.761,1.0,0.945,0.929,0.929,0.649,0.423,0.0,0.0,0.0,0.0,0.6479189999999999,0.0,0.6370779999999999,sad
Sex im Hotel by Rosenstolz,0,1,0.967,0.697,0.672,128.928,0.863,0.935,0.601,0.67,0.609,0.643,0.772,0.996,1.0,0.938,0.906,0.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Let Love by Res,1,1,0.199,0.186,0.0328,71.286,1.0,0.528,0.162,0.066,0.024,0.029,0.054,0.234,0.046,0.033,0.074,0.364,0.0,0.0,0.648116,0.0,0.0,0.0,0.9009530000000001,relaxed
The Invisible Man by Marillion,5,1,0.332,0.412,0.124,145.79,0.105,0.208,0.257,0.224,0.296,0.476,0.698,1.0,0.708,0.365,0.373,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
66 by Afghan Whigs,7,1,0.615,0.797,0.643,111.369,0.659,0.682,0.507,0.44,0.623,1.0,0.793,0.802,0.73,0.643,0.646,0.173,0.0,0.0,0.0,0.0,0.0,0.0,0.616216,happy
Shell by Susie Suh,7,0,0.667,0.398,0.337,80.001,1.0,0.769,0.207,0.107,0.1,0.17,0.252,0.294,0.325,0.343,0.418,0.591,0.0,0.0,0.0,0.674308,0.0,0.0,0.0,relaxed
Not the Same by Dinosaur Jr.,3,1,0.304,0.332,0.267,108.229,0.95,1.0,0.38,0.358,0.326,0.349,0.39,0.323,0.261,0.158,0.096,0.231,0.0,0.0,0.0,0.573852,0.0,0.0,0.776674,sad
I'm Gonna Getcha Good! by Shania Twain,1,1,0.723,0.789,0.946,124.013,0.203,0.163,0.05,0.453,0.373,0.08,0.097,0.046,0.769,1.0,0.255,0.021,0.0,0.0,0.7088979999999999,0.0,0.0,0.0,0.0,happy
Part-Time Lover by Stevie Wonder,10,0,0.662,0.624,0.961,174.513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.666287,0.0,0.777594,0.0,0.71572,happy
Tahroja paperilla by Eppu Normaali,4,0,0.761,0.801,0.891,120.409,0.076,0.048,0.104,0.069,0.039,0.046,0.055,1.0,0.5,0.072,0.034,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Battery by Metallica,11,0,0.48,0.923,0.44,96.535,1.0,0.506,0.163,0.104,0.323,0.337,0.264,0.134,0.167,0.165,0.112,0.928,0.0,0.0,0.0,0.752273,0.596122,0.880065,0.0,angry
Son by Juana Molina,7,0,0.512,0.522,0.254,123.074,0.683,0.652,0.306,0.196,0.143,0.185,0.181,0.191,1.0,0.389,0.113,0.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Your Only Doll (Dora) by Laura Marling,8,1,0.328,0.177,0.353,150.873,0.932,0.365,0.333,0.363,0.486,0.349,0.811,0.815,0.737,0.741,1.0,0.899,0.524287,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Joy To The World by Three Dog Night,2,1,0.649,0.679,0.971,126.867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.862022,0.0,0.0,0.802874,0.0,happy
I Just Wanna Love U (Give It 2 Me) by JAY-Z,4,0,0.8,0.922,0.801,98.631,0.214,0.305,0.143,0.213,1.0,0.238,0.062,0.095,0.138,0.137,0.061,0.283,0.0,0.0,0.559856,0.0,0.0,0.0,0.0,happy
To The Music by Colder,8,1,0.782,0.7,0.899,129.94,0.374,0.397,0.409,0.23,0.176,0.215,0.168,1.0,0.54,0.256,0.25,0.256,0.0,0.0,0.792212,0.0,0.0,0.0,0.616216,happy
English Girl by Eagles of Death Metal,0,1,0.743,0.893,0.639,129.977,0.689,0.991,0.711,1.0,0.618,0.486,0.328,0.235,0.228,0.381,0.245,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.8964120000000001,happy
Jump by Kris Kross,2,1,0.749,0.745,0.481,101.972,0.409,1.0,0.221,0.13,0.08,0.113,0.175,0.112,0.089,0.07,0.071,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Teen Angel by Mark Dinning,0,1,0.57,0.0636,0.282,101.517,0.952,0.441,0.423,0.422,0.396,0.387,1.0,0.998,0.883,0.883,0.876,0.831,0.0,0.0,0.566267,0.0,0.0,0.0,0.0,sad
Girls Just Want To Have Fun by Starfucker,6,1,0.757,0.701,0.739,120.005,0.812,0.929,0.763,0.705,0.726,0.674,0.807,0.869,0.808,1.0,0.803,0.961,0.0,0.0,0.6019359999999999,0.0,0.0,0.0,0.8113779999999999,happy
"Christmas At Ground Zero by ""Weird Al"" Yankovic",9,1,0.573,0.62,0.816,150.944,0.072,0.123,1.0,0.159,0.43,0.308,0.74,0.213,0.319,0.517,0.155,0.078,0.0,0.0,0.507771,0.0,0.0,0.0,0.0,happy
Johnny W. by Marius Müller-Westernhagen,0,1,0.515,0.148,0.651,150.544,0.188,0.276,0.392,0.422,0.261,0.305,0.284,1.0,0.588,0.197,0.148,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Demolishor by The Acacia Strain,8,1,0.248,0.997,0.068,122.489,0.188,0.19,0.282,0.798,1.0,0.532,0.298,0.383,0.118,0.263,0.268,0.164,0.0,0.0,0.0,0.0,0.0,0.0,0.949952,angry
Assimilate by Skinny Puppy,4,1,0.611,0.702,0.302,137.097,1.0,0.743,0.565,0.429,0.378,0.525,0.467,0.39,0.366,0.381,0.682,0.981,0.0,0.0,0.0,0.0,0.0,0.0,0.852741,angry
Me Ves Y Sufres by Hope of the States,1,0,0.237,0.386,0.1,148.46,0.123,0.28,0.292,0.876,0.37,1.0,0.267,0.886,0.371,0.208,0.435,0.335,0.544238,0.0,0.5332680000000001,0.623386,0.0,0.0,0.871674,sad
Nebel by Rammstein,2,1,0.628,0.428,0.196,102.104,0.953,1.0,0.744,0.724,0.847,0.813,0.881,0.885,0.84,0.841,0.692,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
My Doorbell by The White Stripes,8,1,0.606,0.662,0.817,97.064,0.73,0.618,0.725,0.733,0.361,0.261,0.29,0.93,0.981,0.671,0.597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768569,happy
Down Payment Blues by AC/DC,4,1,0.491,0.685,0.193,129.271,0.504,0.635,0.538,0.525,0.865,0.819,1.0,0.999,0.903,0.92,0.575,0.053,0.0,0.0,0.0,0.0,0.574579,0.0,0.0,angry
Utopia by Goldfrapp,2,0,0.433,0.667,0.243,91.017,0.302,0.284,0.269,0.255,0.249,0.262,0.258,0.296,0.516,1.0,0.489,0.215,0.0,0.0,0.0,0.5645220000000001,0.6815060000000001,0.0,0.958239,relaxed
Your Emotions by Dead Kennedys,4,1,0.384,0.99,0.431,130.732,0.483,0.353,1.0,0.332,0.166,0.199,0.243,0.936,0.328,0.47,0.322,0.832,0.0,0.0,0.0,0.528381,0.61361,0.0,0.0,angry
Je Veux Te Voir (Club-Club Version) by Yelle,11,0,0.941,0.63,0.935,126.941,0.269,0.547,0.513,0.521,1.0,0.974,0.562,0.572,0.122,0.141,0.16,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Rip The Heart Out Of Me by Adema,10,1,0.524,0.98,0.396,104.084,0.066,0.093,0.313,0.04,0.025,0.413,0.051,0.018,0.022,0.151,1.0,0.089,0.585021,0.0,0.0,0.508278,0.0,0.0,0.692385,angry
When I Look In Your Eyes by The Romantics,8,1,0.479,0.902,0.768,155.526,1.0,0.987,0.714,0.695,0.681,0.681,0.671,0.664,0.658,0.643,0.637,0.457,0.0,0.0,0.6668970000000001,0.0,0.0,0.0,0.0,happy
Dead in Hollywood by Murderdolls,4,0,0.31,0.969,0.564,163.535,0.998,0.784,0.381,0.352,0.312,0.407,0.469,0.277,0.286,0.268,0.425,1.0,0.589337,0.0,0.0,0.0,0.0,0.6978439999999999,0.0,angry
Exploited Barmy Army by Exploited,9,0,0.681,0.533,0.524,94.376,0.579,0.419,1.0,0.99,0.632,0.829,0.467,0.522,0.373,0.464,0.484,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Somebody by Midge Ure,7,0,0.325,0.658,0.206,171.483,1.0,0.976,0.975,0.931,0.893,0.958,0.948,0.89,0.818,0.648,0.497,0.344,0.0,0.0,0.0,0.8436389999999999,0.765814,0.0,0.966403,sad
Remember Me by Qntal,5,0,0.206,0.502,0.0966,109.919,0.13,0.058,0.121,0.038,0.047,0.17,1.0,0.193,0.11,0.284,0.347,0.106,0.0,0.0,0.0,0.0,0.952933,0.0,0.0,sad
Gotta Serve Somebody by Bob Dylan,2,1,0.81,0.526,0.811,95.23,0.637,0.546,0.56,0.561,0.503,0.577,0.807,0.999,1.0,0.882,0.714,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.994017,relaxed
Nothing Going On by Clawfinger,9,1,0.532,0.984,0.688,142.919,1.0,0.994,0.483,0.552,0.372,0.308,0.341,0.381,0.429,0.628,0.895,0.927,0.0,0.0,0.816416,0.0,0.0,0.0,0.0,angry
Sweeter Love by Blue Six,11,0,0.898,0.494,0.926,125.997,1.0,0.595,0.237,0.246,0.197,0.38,0.528,0.345,0.68,0.695,0.985,0.14,0.0,0.0,0.9268139999999999,0.0,0.736354,0.0,0.8964120000000001,relaxed
Let It Flow by Spiritualized,7,1,0.202,0.192,0.203,113.296,0.966,1.0,0.301,0.234,0.199,0.189,0.158,0.113,0.083,0.054,0.021,0.341,0.0,0.0,0.0,0.0,0.720783,0.0,0.0,relaxed
You Burn First by Alexisonfire,8,1,0.46,0.823,0.147,121.968,0.089,0.155,0.333,1.0,0.165,0.238,0.159,0.481,0.133,0.179,0.355,0.076,0.614347,0.0,0.0,0.0,0.929739,0.0,0.797093,angry
Dirty Mack by Ice Cube,7,1,0.863,0.907,0.807,101.862,0.956,1.0,0.664,0.66,0.704,0.706,0.605,0.258,0.355,0.353,0.875,0.547,0.694448,0.0,0.0,0.0,0.0,0.0,0.647781,angry
Time for Livin' by Beastie Boys,11,0,0.283,0.923,0.569,106.266,0.486,1.0,0.67,0.671,0.411,0.374,0.414,0.406,0.182,0.252,0.455,0.334,0.0,0.0,0.0,0.0,0.0,0.680879,0.0,angry
"Sinister in a State of Hope by Loney, dear",11,1,0.471,0.45,0.0955,116.853,0.418,0.387,0.408,0.445,0.541,0.499,0.784,0.646,0.695,0.541,0.378,1.0,0.0,0.0,0.5804239999999999,0.0,0.612186,0.0,0.952443,relaxed
Squeeze Me by Kraak & Smaak,6,0,0.791,0.903,0.961,110.029,0.698,1.0,0.678,0.636,0.768,0.823,0.639,0.665,0.384,0.383,0.271,0.166,0.0,0.0,0.0,0.0,0.0,0.532529,0.0,happy
Kiss Off by Violent Femmes,4,0,0.661,0.662,0.825,87.119,1.0,0.935,0.163,0.141,0.125,0.117,0.104,0.103,0.108,0.091,0.082,0.216,0.0,0.608386,0.0,0.505243,0.0,0.0,0.0,angry
Shelter For My Soul by Bernard Fanning,0,1,0.41,0.0379,0.104,97.713,0.333,0.196,0.331,0.231,0.116,0.209,0.18,1.0,0.424,0.098,0.139,0.129,0.0,0.0,0.747794,0.0,0.0,0.79901,0.0,sad
Depression by Black Flag,1,1,0.147,0.958,0.0368,137.829,0.603,0.438,0.536,0.638,1.0,0.936,0.921,0.347,0.449,0.644,0.302,0.728,0.0,0.0,0.0,0.8543370000000001,0.0,0.571226,0.0,angry
Sweet Talkin' Woman by Electric Light Orchestra,0,1,0.609,0.611,0.916,121.836,0.961,1.0,0.631,0.702,0.719,0.696,0.755,0.458,0.56,0.512,0.53,0.492,0.0,0.0,0.0,0.506302,0.0,0.0,0.71572,happy
Nasty Girl by Vanity 6,5,1,0.904,0.429,0.857,118.037,0.662,0.711,0.6,0.416,0.522,1.0,0.612,0.544,0.602,0.514,0.588,0.639,0.0,0.0,0.0,0.0,0.0,0.0,0.597317,happy
Swim by In Flames,0,0,0.314,0.895,0.561,166.125,0.833,0.673,0.779,0.605,0.583,0.578,0.624,0.725,0.686,0.713,0.747,1.0,0.0,0.0,0.628462,0.0,0.870108,0.0,0.0,happy
Constellations by Jack Johnson,1,1,0.705,0.309,0.426,122.039,1.0,0.986,0.585,0.556,0.575,0.558,0.563,0.556,0.543,0.546,0.516,0.147,0.0,0.0,0.808116,0.0,0.0,0.0,0.9368989999999999,relaxed
Bright by Low,7,1,0.719,0.775,0.458,140.069,0.312,0.224,0.257,0.584,0.457,1.0,0.217,0.153,0.23,0.51,0.132,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Baby by Stephen Lynch,9,1,0.347,0.552,0.387,180.755,0.401,0.556,0.737,0.511,0.819,0.54,0.442,0.621,1.0,0.901,0.515,0.335,0.0,0.0,0.581735,0.0,0.0,0.0,0.553381,happy
Hey Dude by Beatallica,2,1,0.316,0.754,0.409,148.564,1.0,0.316,0.281,0.278,0.12,0.119,0.911,0.908,0.908,0.913,0.914,0.847,0.0,0.0,0.592201,0.0,0.0,0.0,0.0,happy
Palestina by Ministry,0,1,0.478,0.977,0.457,94.987,0.538,0.807,0.765,0.409,0.302,0.21,0.367,0.187,0.203,1.0,0.419,0.284,0.0,0.0,0.640881,0.0,0.0,0.890603,0.0,angry
You'd Be Surprised by Marilyn Monroe,10,1,0.623,0.159,0.499,98.939,0.801,0.972,0.877,0.944,0.93,1.0,0.961,0.897,0.808,0.583,0.429,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
"No Mirror, No Shadow by New Model Army",2,1,0.385,0.743,0.468,110.157,0.134,0.563,0.158,0.206,1.0,0.248,0.098,0.131,0.232,0.978,0.132,0.069,0.0,0.0,0.0,0.79242,0.0,0.0,0.835624,sad
Sly by The Cat Empire,9,1,0.558,0.673,0.826,169.07,0.241,0.204,0.214,0.183,0.269,1.0,0.143,0.121,0.124,0.132,0.132,0.134,0.0,0.0,0.756077,0.0,0.0,0.0,0.878549,happy
The Living Sea by Monkey,7,1,0.41,0.38,0.12,82.04,0.632,0.641,0.293,0.372,0.608,1.0,0.99,0.542,0.988,0.773,0.788,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
I'd Rather by Luther Vandross,0,1,0.705,0.467,0.522,119.938,1.0,0.996,0.6,0.582,0.572,0.594,0.559,0.583,0.542,0.545,0.559,0.27,0.0,0.0,0.0,0.0,0.523981,0.0,0.8884110000000001,relaxed
O Pomar Das Laranjeiras by Madredeus,4,0,0.249,0.0137,0.203,178.396,0.722,1.0,0.266,0.227,0.241,0.272,0.282,0.595,0.356,0.205,0.173,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
I Want Your Sex by George Michael,10,0,0.812,0.6,0.8,99.189,0.695,0.116,0.093,0.024,0.017,0.239,0.097,0.013,0.045,0.02,0.438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762676,happy
Pussy Liquor by Rob Zombie,10,1,0.54,0.923,0.531,112.936,0.956,0.573,0.312,0.398,0.387,1.0,0.354,0.399,0.366,0.288,0.37,0.417,0.837899,0.0,0.0,0.0,0.0,0.0,0.0,angry
12 by Katatonia,6,1,0.134,0.674,0.162,69.289,1.0,0.887,0.115,0.103,0.079,0.06,0.054,0.061,0.062,0.047,0.037,0.141,0.0,0.0,0.0,0.528958,0.0,0.0,0.0,sad
Swinging On A Star by Bing Crosby,0,1,0.706,0.167,0.724,139.763,0.007,0.004,0.004,0.06,0.473,1.0,0.233,0.007,0.002,0.001,0.001,0.001,0.6245310000000001,0.0,0.0,0.0,0.0,0.0,0.944534,happy
Get Back by Ludacris,1,1,0.555,0.639,0.184,171.609,0.924,0.505,0.189,0.17,0.256,0.457,0.53,0.48,0.915,0.945,1.0,0.166,0.709843,0.0,0.0,0.0,0.0,0.0,0.687534,angry
Ifwhiteamericatoldthetruthforonedayit'sworldwouldfallapart by Manic Street Preachers,4,0,0.348,0.808,0.469,147.998,0.553,1.0,0.48,0.726,0.564,0.383,0.451,0.541,0.395,0.319,0.474,0.314,0.0,0.0,0.7817430000000001,0.0,0.0,0.0,0.0,angry
If You're Gonna Leave by Emerson Hart,1,1,0.448,0.519,0.355,154.22,0.962,1.0,0.792,0.796,0.793,0.794,0.839,0.838,0.797,0.785,0.777,0.445,0.651943,0.0,0.0,0.0,0.0,0.0,0.950454,sad
Architecture of Aggression by Megadeth,11,0,0.537,0.97,0.502,95.337,0.114,0.176,0.166,0.11,0.093,0.129,1.0,0.098,0.114,0.127,0.179,0.631,0.0,0.0,0.0,0.56911,0.0,0.670747,0.0,angry
Heart of Glass by Blondie,4,1,0.694,0.577,0.845,114.478,0.89,0.546,0.381,0.275,0.262,0.34,0.338,0.281,0.432,0.822,1.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.8272879999999999,happy
Impossible by The Clientele,4,1,0.439,0.707,0.563,108.905,1.0,0.639,0.081,0.067,0.045,0.02,0.009,0.029,0.036,0.034,0.031,0.12,0.0,0.0,0.0,0.5745060000000001,0.5705979999999999,0.939384,0.0,relaxed
Love Is All by The Tallest Man on Earth,2,1,0.624,0.252,0.367,107.0,0.171,0.011,0.006,0.009,0.008,0.028,0.054,0.015,0.022,0.045,0.257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Silence Is Golden by Garbage,11,0,0.386,0.879,0.39,108.06,1.0,0.94,0.578,0.59,0.597,0.63,0.598,0.586,0.564,0.539,0.483,0.094,0.0,0.617185,0.0,0.0,0.876898,0.0,0.830009,angry
And It Stoned Me by Van Morrison,7,1,0.593,0.468,0.597,75.798,1.0,0.955,0.386,0.37,0.338,0.368,0.345,0.296,0.243,0.151,0.101,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.903094,relaxed
I'm On My Way by The Proclaimers,8,1,0.824,0.634,0.743,118.922,0.855,0.572,0.509,0.492,0.359,0.364,0.957,1.0,0.605,0.585,0.058,0.026,0.0,0.0,0.516311,0.0,0.0,0.0,0.527933,happy
My Gun Go Off by 50 Cent,7,1,0.632,0.76,0.275,84.838,0.385,0.213,0.121,0.152,0.183,0.184,0.162,0.346,1.0,0.982,0.358,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.777243,angry
Mamacita by Collie Buddz,4,0,0.593,0.84,0.775,103.384,0.039,0.05,0.111,0.251,1.0,0.121,0.04,0.152,0.049,0.038,0.054,0.264,0.0,0.0,0.8601559999999999,0.0,0.0,0.5098020000000001,0.0,happy
Coming Home by Avenged Sevenfold,1,0,0.378,0.975,0.457,178.008,0.978,0.927,0.735,0.734,0.99,0.615,0.743,0.87,1.0,0.785,0.72,0.957,0.0,0.0,0.0,0.0,0.706763,0.8400770000000001,0.0,angry
How Does It Feel by Avril Lavigne,0,1,0.646,0.583,0.339,118.055,0.867,0.826,0.8,0.875,0.91,0.895,0.879,1.0,0.879,0.892,0.928,0.936,0.0,0.5907640000000001,0.0,0.563847,0.0,0.0,0.906451,sad
Never Went to Church by The Streets,4,0,0.674,0.523,0.404,72.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7137789999999999,0.0,0.0,0.0,0.0,0.8748049999999999,sad
Chuckie by Geto Boys,1,0,0.745,0.412,0.51,169.956,0.153,0.089,0.148,0.331,0.287,0.544,0.53,0.137,0.14,0.184,0.876,1.0,0.535248,0.0,0.0,0.503814,0.0,0.0,0.709824,angry
September by David Sylvian,6,0,0.462,0.067,0.271,36.959,0.689,0.671,0.681,0.591,0.471,0.521,0.651,0.95,1.0,0.675,0.567,0.553,0.0,0.0,0.921137,0.0,0.0,0.0,0.0,relaxed
The Tide Began To Rise by Demon Hunter,2,0,0.505,0.667,0.152,137.977,0.946,0.761,0.674,0.722,0.831,1.0,0.822,0.676,0.665,0.711,0.726,0.906,0.0,0.0,0.0,0.555579,0.0,0.0,0.0,sad
Better Left Unsaid by Lily Holbrook,1,0,0.555,0.57,0.142,132.027,0.517,0.99,1.0,0.969,0.917,0.912,0.342,0.337,0.365,0.354,0.137,0.157,0.0,0.0,0.0,0.554562,0.858201,0.0,0.914329,sad
Illusion by Creed,5,1,0.395,0.711,0.353,88.769,0.136,0.012,0.01,0.033,0.011,0.014,0.278,0.049,0.022,0.027,0.036,1.0,0.0,0.0,0.0,0.596446,0.0,0.0,0.982669,angry
Matkustaja by Egotrippi,9,1,0.488,0.615,0.686,130.05,0.142,1.0,0.119,0.172,0.245,0.204,0.787,0.218,0.294,0.109,0.295,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Don't Give Up by The Whitest Boy Alive,7,1,0.461,0.639,0.466,113.945,0.13,0.17,0.229,0.437,1.0,0.509,0.254,0.175,0.148,0.105,0.104,0.127,0.0,0.0,0.0,0.0,0.625997,0.537798,0.0,relaxed
By the Pain I See in Others by Opeth,2,1,0.3,0.555,0.0784,97.3,0.865,0.638,1.0,0.562,0.498,0.531,0.64,0.625,0.386,0.736,0.491,0.794,0.0,0.0,0.0,0.501566,0.0,0.0,0.0,sad
Better Than This by Salt The Wound,10,0,0.515,0.86,0.449,128.151,0.068,0.095,0.129,0.04,0.042,0.134,0.058,0.06,0.081,0.096,1.0,0.107,0.0,0.0,0.0,0.633947,0.0,0.915914,0.0,angry
Aces High by Iron Maiden,2,1,0.3,0.936,0.756,133.065,0.82,1.0,0.312,0.387,0.343,0.355,0.35,0.334,0.565,0.522,0.381,0.336,0.5290159999999999,0.0,0.0,0.0,0.0,0.648781,0.0,angry
The Prettiest Thing by Norah Jones,0,1,0.625,0.266,0.303,136.11,0.967,1.0,0.277,0.326,0.357,0.508,0.589,0.598,0.548,0.39,0.299,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.930321,relaxed
Written by Lamb,6,1,0.278,0.226,0.0792,88.622,0.022,0.019,0.035,1.0,0.038,0.039,0.015,0.094,0.022,0.021,0.316,0.023,0.0,0.0,0.679344,0.0,0.0,0.0,0.887842,relaxed
Rockstar by Nickleback,0,1,0.616,0.91,0.693,144.073,1.0,0.455,0.206,0.183,0.172,0.148,0.36,0.276,0.373,0.333,0.804,0.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Megalodon by Mastodon,2,1,0.268,0.982,0.366,131.2,0.979,0.517,0.49,0.492,0.255,0.271,0.809,0.788,0.853,0.838,1.0,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.71572,angry
No One Else by Natalie Walker,9,0,0.604,0.342,0.0795,99.947,1.0,0.926,0.103,0.098,0.071,0.088,0.258,0.248,0.473,0.46,0.681,0.068,0.0,0.0,0.814276,0.0,0.0,0.895883,0.0,relaxed
Country Love Song by Stephen Lynch,2,1,0.538,0.497,0.686,101.005,0.644,0.311,0.282,0.359,0.527,1.0,0.956,0.658,0.799,0.983,0.894,0.751,0.0,0.0,0.78108,0.0,0.0,0.0,0.698612,happy
Bright Red Star by Stereophonics,7,1,0.504,0.287,0.0778,122.657,0.542,1.0,0.379,0.183,0.162,0.342,0.223,0.15,0.144,0.077,0.103,0.191,0.0,0.0,0.811109,0.0,0.8798229999999999,0.0,0.841619,sad
Can Can by Bad Manners,11,1,0.734,0.76,0.913,157.173,0.388,0.205,0.115,0.272,0.2,0.129,0.363,0.182,0.096,0.168,0.18,1.0,0.0,0.0,0.577511,0.0,0.0,0.0,0.0,happy
Young by Hollywood Undead,0,0,0.522,0.931,0.367,134.103,0.948,1.0,0.659,0.61,0.65,0.644,0.607,0.498,0.548,0.454,0.474,0.717,0.0,0.0,0.0,0.720316,0.0,0.890804,0.0,angry
The Magnificent Tree by Hooverphonic,11,0,0.547,0.688,0.225,113.713,0.602,1.0,0.871,0.576,0.31,0.293,0.144,0.164,0.122,0.196,0.246,0.363,0.0,0.0,0.0,0.0,0.0,0.88533,0.0,relaxed
Quiet Place by Working for a Nuclear Free City,8,1,0.457,0.72,0.291,109.403,0.125,0.035,0.096,0.157,0.051,0.358,0.089,0.066,0.192,0.07,1.0,0.095,0.0,0.0,0.6782630000000001,0.0,0.0,0.0,0.0,relaxed
Invisible by Alison Moyet,2,1,0.652,0.605,0.72,96.808,0.733,0.774,0.685,0.359,0.305,0.298,0.497,1.0,0.867,0.381,0.28,0.432,0.0,0.0,0.0,0.5404720000000001,0.655196,0.0,0.911392,sad
We Made You by Eminem,2,1,0.924,0.853,0.67,114.003,0.586,0.376,0.423,0.199,0.581,0.354,0.891,0.647,0.821,1.0,0.414,0.334,0.0,0.683257,0.55481,0.685004,0.0,0.0,0.0,happy
I Hate The Way by Polly Scattergood,3,0,0.396,0.533,0.211,107.053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.513942,0.0,0.579304,0.622238,0.0,0.0,0.82981,sad
Wherever You Are by Ulrich Schnauss,7,0,0.545,0.748,0.275,146.348,0.81,1.0,0.89,0.733,0.655,0.613,0.66,0.785,0.833,0.754,0.752,0.813,0.0,0.0,0.0,0.770975,0.0,0.0,0.0,relaxed
We Will All Go Together When We Go by Tom Lehrer,0,1,0.626,0.325,0.641,119.965,0.665,0.477,0.373,0.211,0.362,0.27,0.224,0.167,0.251,0.222,0.624,1.0,0.0,0.0,0.0,0.7619020000000001,0.857009,0.535153,0.0,happy
The World Needs a Hero by Megadeth,4,0,0.507,0.928,0.253,107.424,0.859,1.0,0.546,0.41,0.611,0.98,0.608,0.723,0.542,0.76,0.431,0.586,0.52122,0.0,0.0,0.0,0.0,0.0,0.8864549999999999,angry
Life Is A Pigsty by Morrissey,10,0,0.541,0.82,0.146,120.003,0.194,0.196,0.219,0.095,0.072,0.053,0.045,0.111,0.101,0.075,0.668,1.0,0.0,0.0,0.561232,0.0,0.0,0.638212,0.0,sad
Agitated by Muse,2,1,0.14,0.923,0.326,171.445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.880065,0.0,angry
Fields Of Gold by Fourplay,11,0,0.766,0.473,0.424,103.989,1.0,0.95,0.889,0.772,0.637,0.618,0.589,0.522,0.449,0.328,0.279,0.211,0.0,0.0,0.665373,0.0,0.0,0.0,0.0,relaxed
Summer Nights by Rascal Flatts,2,1,0.541,0.895,0.657,102.078,0.518,0.255,0.228,0.196,0.224,0.989,0.58,0.361,0.472,0.837,1.0,0.82,0.0,0.0,0.8336629999999999,0.0,0.0,0.545859,0.0,happy
Adios Ayer by José Padilla,0,1,0.612,0.55,0.371,94.971,0.148,0.362,1.0,0.197,0.066,0.04,0.034,0.089,0.036,0.189,0.023,0.051,0.0,0.0,0.640213,0.0,0.0,0.0,0.770435,relaxed
The Breeze by Dr. Dog,9,1,0.611,0.538,0.319,90.124,0.547,0.353,0.429,0.37,0.358,0.834,0.625,0.248,0.324,0.413,0.891,1.0,0.0,0.0,0.0,0.0,0.0,0.65696,0.0,relaxed
