Song,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
Cish Cash  by Basement Jaxx,0,0,0.73576,0,0,0,0,relaxed
Don't Turn Around by Ace of Base,0,0,0.640959,0,0,0,0.839232,happy
High School by Nerf Herder,0,0,0,0,0,0,0,relaxed
Steamy Windows by Tina Turner,0,0,0,0,0,0.857199,0,happy
Slowboat by Sparks,0,0,0,0.710897,0,0,0.912195,happy
A Modern Way Of Letting Go by Idlewild,0.599976,0,0,0,0.693298,0,0.642407,happy
My Funny Valentine by Anita Baker,0,0,0.615184,0,0.607307,0,0,happy
Des Illusions by Dark Sanctuary,0,0,0,0.604781,0,0,0.822511,sad
Lightning by Eric Church,0,0,0,0,0.935542,0,0,angry
Less Than a Pearl by Enya,0,0,0.94063,0,0,0,0,relaxed
Take Up Thy Stethoscope and Walk by Pink Floyd,0,0,0,0,0,0,0,sad
Dolphins by Tim Buckley,0,0,0,0,0,0,0,sad
Paranoiattack by The Faint,0,0,0,0,0,0,0,relaxed
Countdown to Extinction by Megadeth,0,0,0,0,0,0,0,angry
Keeping You by Tanya Donelly,0,0,0,0,0.919926,0,0.924421,sad
The Figurehead by The Cure,0,0.557348,0,0,0,0.78945,0,happy
Mickey by Toni Basil,0.556063,0,0,0,0.568833,0.693873,0,angry
"Cheer Up, Boys (Your Make Up Is Running) by Foo Fighters",0,0,0,0.648511,0.88217,0,0,relaxed
Ghetto Vet by Ice Cube,0,0.559874,0,0,0,0,0,sad
Necrophiliac by Slayer,0,0,0,0,0,0,0,happy
Sleepsong by Secret Garden,0,0,0,0.587868,0,0,0,happy
Prisoners of Today by Billy Talent,0.609555,0,0,0,0,0,0,angry
Brand New Day by Sting,0,0,0,0,0,0,0.71572,angry
Psychopathy Red by Slayer,0,0,0.826998,0,0,0,0.631794,relaxed
You Belong To Me by Anita Baker,0,0,0,0.740879,0,0,0.677579,angry
Pocket by Sam Sparro,0,0,0,0.691096,0,0,0,happy
Le Ciel Dans Une Chambre by Carla Bruni,0,0.668358,0,0,0,0.794212,0,angry
Tone Poem by Fischerspooner,0,0,0.529495,0,0,0.914714,0,relaxed
Foxtrot Uniform Charlie Kilo by Bloodhound Gang,0,0,0,0,0,0,0.925484,happy
One Hundred Years by The Cure,0,0,0,0,0,0,0,relaxed
Gone With The Day by Faunts,0,0,0,0,0,0,0,relaxed
Celebration by Kool & The Gang,0,0,0,0.530165,0,0,0,happy
Super-Charger Heaven by White Zombie,0,0.655507,0,0,0,0,0.635753,sad
Thank You For The Music by Abba,0,0.597189,0,0.525098,0,0,0,relaxed
Durch die Nacht by Silbermond,0,0,0.642611,0,0,0,0,happy
The Visit (She Was Here) by The Cyrkle,0,0,0.560402,0,0,0,0.684404,angry
Fury by Prince,0,0,0.958815,0,0,0.57416,0,happy
Baby Be Brave (album version) by The Corrs,0,0,0,0,0,0,0,sad
Overjoyed by Magnet,0,0,0.548007,0,0.584719,0,0.833659,relaxed
A Place In The Dirt by Marilyn Manson,0,0,0,0,0,0,0.776674,angry
Skies So Blue by The Rocket Summer,0,0.622935,0,0,0,0,0,relaxed
The Fear by Pulp,0,0,0,0,0.650284,0,0,relaxed
Goodbye Suicide by Nicky Wire,0,0,0,0,0,0.761642,0,sad
Gather Me Up Forever by My Dying Bride,0,0,0.707483,0.55959,0,0,0.730029,happy
Let's Get Known by The Unicorns,0,0.852055,0,0,0,0,0.920133,sad
Take Me For A Little While by Coverdale/Page,0,0,0,0.946023,0,0,0,sad
It's Not The Fall That Hurts by Caesars,0,0,0,0.788682,0,0,0.586281,sad
Something Beautiful by Newsboys,0,0,0,0,0.903856,0,0.50589,happy
Pi by Hard 'n Phirm,0,0,0.597117,0,0.558477,0,0,sad
Bulls on Parade by Rage Against the Machine,0,0,0,0.619485,0,0,0,happy
A Doomed Lover by My Dying Bride,0,0,0.65009,0,0,0,0.929579,happy
Marie Cherie by Annie,0,0,0,0,0,0.828525,0,happy
Sex im Hotel by Rosenstolz,0,0,0,0,0,0,0,angry
Let Love by Res,0,0.532711,0,0.661683,0,0,0,sad
The Invisible Man by Marillion,0,0,0,0,0.647919,0,0.637078,sad
66 by Afghan Whigs,0,0,0,0,0,0,0,happy
Shell by Susie Suh,0,0,0,0,0,0,0,happy
Not the Same by Dinosaur Jr.,0,0,0.648116,0,0,0,0.900953,relaxed
I'm Gonna Getcha Good! by Shania Twain,0,0,0,0,0,0,0,sad
Part-Time Lover by Stevie Wonder,0,0,0,0,0,0,0.616216,happy
Tahroja paperilla by Eppu Normaali,0,0,0,0.674308,0,0,0,relaxed
Battery by Metallica,0,0,0,0.573852,0,0,0.776674,sad
Son by Juana Molina,0,0,0.708898,0,0,0,0,happy
Your Only Doll (Dora) by Laura Marling,0,0,0.666287,0,0.777594,0,0.71572,happy
Joy To The World by Three Dog Night,0,0,0,0,0,0,0,sad
I Just Wanna Love U (Give It 2 Me) by JAY-Z,0,0,0,0.752273,0.596122,0.880065,0,angry
To The Music by Colder,0,0,0,0,0,0,0,relaxed
English Girl by Eagles of Death Metal,0.524287,0,0,0,0,0,0,relaxed
Jump by Kris Kross,0,0,0.862022,0,0,0.802874,0,happy
Teen Angel by Mark Dinning,0,0,0.559856,0,0,0,0,happy
Girls Just Want To Have Fun by Starfucker,0,0,0.792212,0,0,0,0.616216,happy
"Christmas At Ground Zero by ""Weird Al"" Yankovic",0,0,0,0,0,0,0.896412,happy
Johnny W. by Marius Müller-Westernhagen,0,0,0,0,0,0,0,happy
Demolishor by The Acacia Strain,0,0,0.566267,0,0,0,0,sad
Assimilate by Skinny Puppy,0,0,0.601936,0,0,0,0.811378,happy
Me Ves Y Sufres by Hope of the States,0,0,0.507771,0,0,0,0,happy
Nebel by Rammstein,0,0,0,0,0,0,0,sad
My Doorbell by The White Stripes,0,0,0,0,0,0,0.949952,angry
Down Payment Blues by AC/DC,0,0,0,0,0,0,0.852741,angry
Utopia by Goldfrapp,0.544238,0,0.533268,0.623386,0,0,0.871674,sad
Your Emotions by Dead Kennedys,0,0,0,0,0,0,0,sad
Angel Eyes by Jim Brickman,0,0,0,0,0,0,0.768569,happy
For You by Sarah Blasko,0,0,0,0,0.574579,0,0,angry
Je Veux Te Voir (Club-Club Version) by Yelle,0,0,0,0.564522,0.681506,0,0.958239,relaxed
Rip The Heart Out Of Me by Adema,0,0,0,0.528381,0.61361,0,0,angry
When I Look In Your Eyes by The Romantics,0,0,0,0,0,0,0,relaxed
Dead in Hollywood by Murderdolls,0,0,0.536557,0,0,0,0.896412,relaxed
(I Can't Get No) Satisfaction by Devo,0,0,0,0,0,0,0,happy
Exploited Barmy Army by Exploited,0.585021,0,0,0.508278,0,0,0.692385,angry
Somebody by Midge Ure,0,0,0.666897,0,0,0,0,happy
Remember Me by Qntal,0.589337,0,0,0,0,0.697844,0,angry
Gotta Serve Somebody by Bob Dylan,0,0,0,0,0,0,0,angry
Nothing Going On by Clawfinger,0,0,0,0,0,0,0,angry
Sweeter Love by Blue Six,0,0,0,0.843639,0.765814,0,0.966403,sad
Let It Flow by Spiritualized,0,0,0,0,0.952933,0,0,sad
You Burn First by Alexisonfire,0,0,0,0,0,0,0.994017,relaxed
Dirty Mack by Ice Cube,0,0,0.816416,0,0,0,0,angry
Time for Livin' by Beastie Boys,0,0,0.926814,0,0.736354,0,0.896412,relaxed
"Sinister in a State of Hope by Loney, dear",0,0,0,0,0.720783,0,0,relaxed
Squeeze Me by Kraak & Smaak,0.614347,0,0,0,0.929739,0,0.797093,angry
Kiss Off by Violent Femmes,0.694448,0,0,0,0,0,0.647781,angry
Shelter For My Soul by Bernard Fanning,0,0,0,0,0,0.680879,0,angry
Morph The Cat by Donald Fagen,0,0,0.580424,0,0.612186,0,0.952443,relaxed
Depression by Black Flag,0,0,0,0,0,0.532529,0,happy
Sweet Talkin' Woman by Electric Light Orchestra,0,0.608386,0,0.505243,0,0,0,angry
Nasty Girl by Vanity 6,0,0,0.747794,0,0,0.79901,0,sad
Swim by In Flames,0,0,0,0,0,0,0,relaxed
Constellations by Jack Johnson,0,0,0,0.854337,0,0.571226,0,angry
Bright by Low,0,0,0,0.506302,0,0,0.71572,happy
Baby by Stephen Lynch,0,0,0,0,0,0,0.597317,happy
Hey Dude by Beatallica,0,0,0.628462,0,0.870108,0,0,happy
Palestina by Ministry,0,0,0,0,0,0,0,happy
You'd Be Surprised by Marilyn Monroe,0,0,0.808116,0,0,0,0.936899,relaxed
"No Mirror, No Shadow by New Model Army",0,0,0,0,0,0,0,sad
Sly by The Cat Empire,0,0,0.581735,0,0,0,0.553381,happy
The Living Sea by Monkey,0,0,0.592201,0,0,0,0,happy
I'd Rather by Luther Vandross,0,0,0.640881,0,0,0.890603,0,angry
O Pomar Das Laranjeiras by Madredeus,0,0,0,0,0,0,0,happy
