Song,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
What If I'm Right by Sandi Thom,0,0,0,0,0.70465,0,0.509786,happy
How Do by Sneaker Pimps,0,0,0,0,0,0,0,relaxed
Pain by Jimmy Eat World,0,0,0,0.616289,0,0,0.902459,angry
Wicked by Ice Cube,0.592599,0.679992,0,0,0,0,0,angry
Fragile by Delta Goodrem,0,0,0,0.800143,0,0,0.985034,sad
More and More by Captain Hollywood Project,0.589738,0,0,0,0,0,0.541037,happy
The Latest Plague by From First To Last,0,0,0,0,0,0,0.616216,angry
Gods To The Godless by Primordial,0,0,0,0,0,0.919583,0,sad
Red Sam by Flyleaf,0,0,0,0.592302,0,0.88533,0,angry
Set You Free by N-Trance,0,0,0.686217,0,0,0.715451,0,happy
Before I Sleep by Mazzy Star,0,0,0,0,0.989155,0.869578,0,relaxed
Feathers by Man Man,0,0,0,0.568955,0,0,0.85591,sad
Words Of Love by The Mamas & The Papas,0,0,0.790765,0,0,0.577118,0,relaxed
Blow Your Mind by Redman,0,0,0.61614,0,0,0,0,angry
If You Go Away by Scott Walker,0,0,0.764899,0,0.61954,0,0.535531,sad
A Man And A Woman by U2,0,0,0.720108,0,0,0,0.810924,happy
Captain Wedderburn by Great Big Sea,0.529654,0,0,0,0.830669,0,0.531174,relaxed
Rubber Biscuit by The Blues Brothers,0,0,0,0,0,0,0.814556,happy
Tell Me What You Want by The Pipettes,0,0,0.560381,0,0,0,0,happy
Monique the Freak by Ween,0,0,0.641808,0,0,0,0,happy
Gary Gilmore's Eyes by Adverts,0,0,0.566145,0,0,0,0,angry
Nancy (With The Laughing Face) by Frank Sinatra,0,0,0,0.62088,0.613721,0,0.834933,relaxed
So Nice (Summer Samba) by Bebel Gilberto,0,0,0.724798,0,0,0,0.967329,relaxed
Nadine by New London Fire,0,0,0,0,0,0,0,sad
Anniemal by Annie,0,0,0,0,0,0,0.964203,happy
Loch Raven by Animal Collective,0,0,0,0,0,0,0.70397,relaxed
Classic Cars by Bright Eyes,0,0,0,0.601013,0,0,0,relaxed
Limp by Fiona Apple,0.520853,0,0,0,0,0,0,angry
ABC by The Jackson 5,0,0,0.794629,0,0,0,0,happy
One More Day (No Word) by Todd Rundgren,0,0,0,0.507074,0,0,0,relaxed
Let's Get Married by Al Green,0.660352,0,0,0,0,0,0.936899,relaxed
Too Long by Yael Naïm,0,0,0,0.513734,0,0,0,relaxed
Ceiling Wax by Chairlift,0,0,0,0,0,0.947749,0,relaxed
Nature by India.Arie,0,0,0.770868,0,0,0,0.814556,relaxed
High (live in Ireland) by James Blunt,0,0,0.642932,0.648439,0.546128,0,0.869163,relaxed
Broken Butterflies by Lucinda Williams,0,0,0.631532,0,0,0.775381,0,sad
Hard Time Killin' Floor Blues by Skip James,0,0,0,0.650497,0,0,0.764224,sad
My Wine in Silence by My Dying Bride,0.617815,0.584484,0.667864,0.636902,0,0,0,sad
Toubabo Koomi by Acid Bath,0.631406,0,0,0,0,0,0.84639,angry
I Won't Be Crying by Infernal,0,0,0,0.896561,0,0.828525,0,happy
Your Picture by Camera Obscura,0,0,0,0,0.820755,0.802229,0,sad
Blinding by Florence + The Machine,0,0,0,0.56994,0,0,0.885683,sad
Love Is an Arrow by Aberfeldy,0,0,0.515356,0,0,0,0,sad
The Lake by Antony and the Johnsons,0,0,0,0,0,0,0.576661,sad
Chapter I by Estatic Fear,0,0,0,0.545432,0,0,0,sad
The Last Time I Saw Richard by Joni Mitchell,0,0,0,0,0,0,0.959107,sad
This Boy's In Love by The Presets,0,0,0,0,0,0.880065,0,happy
Rip by Gary Numan,0,0.65268,0,0.501679,0,0,0.952443,sad
Enemies Of Reality by Nevermore,0,0,0,0.519502,0,0.825187,0,angry
Don't Fake This by Chevelle,0,0,0,0.647828,0,0,0.774803,angry
Bloodletting by Lamb of God,0,0,0,0,0.694442,0,0,angry
Good Mourning/Black Friday by Megadeth,0,0,0,0.502672,0,0,0.733641,angry
History Of A Boring Town by Less Than Jake,0,0,0,0.574371,0,0,0,happy
Soul and Fire by Sebadoh,0,0,0,0,0.979829,0.952663,0,sad
Moonlapse Vertigo by Opeth,0,0,0.578374,0,0,0,0,sad
Runaway by Linkin Park,0.75494,0,0,0,0.555316,0.687649,0,angry
Sacrifice Unto Sebek by Nile,0,0.552148,0,0,0,0,0,angry
The Party's Crashing Us by of Montreal,0,0,0,0.602839,0,0,0.728486,happy
Over The Rainbow by Jane Monheit,0,0,0.601119,0,0.523981,0,0,relaxed
Friday Night at the Drive-In Bingo by Jens Lekman,0,0,0.698245,0,0,0,0.579049,happy
Not This by Fannypack,0,0,0,0.790392,0,0,0.552379,relaxed
Now or Never by Mýa,0,0,0,0,0,0.543151,0,happy
If Your Heart Isn't In It by Atlantic Starr,0,0.55989,0,0,0,0,0.894672,relaxed
Closer To You by Cassandra Wilson,0,0,0,0.545711,0,0.571226,0,relaxed
In Other Worlds by Azam Ali,0,0,0,0,0.626827,0,0,sad
Halloween by Misfits,0,0,0,0,0.747663,0,0,angry
A Bridge (That Carries Us Over) by Clannad,0,0,0.711574,0,0.665127,0.91171,0,relaxed
A Real Woman by Squarepusher,0,0,0,0,0,0,0,happy
Spill Your Blood by Mr. Hyde,0.819204,0,0,0,0,0,0.664175,angry
Carresses by M83,0,0.604137,0.594205,0,0,0,0,relaxed
Fake Tales of San Francisco by Arctic Monkeys,0,0,0,0,0,0,0,happy
Just Like Frank by Less Than Jake,0,0,0,0.565267,0.867969,0,0.996622,happy
Sin by Megadeth,0,0,0,0,0,0,0.551112,angry
ALONE EN LA VIDA by L'Arc~en~Ciel,0,0,0,0.653677,0,0,0,sad
Heroin by The Velvet Underground,0,0,0,0.512683,0,0,0.916125,sad
Must Have Done Something Right by Relient K,0,0,0.718244,0,0,0,0,happy
The Coffin Ships by Primordial,0,0,0,0.910156,0,0,0,sad
Sing Sang Sung by Air,0,0,0,0,0,0,0.879483,relaxed
River by Moya Brennan,0,0,0.52587,0,0,0,0.873464,relaxed
Where Do I Go Now by Kane,0,0,0,0.505065,0,0,0.828776,sad
Sea Ghost by The Unicorns,0,0,0,0,0,0,0.672523,happy
Butterfly by Corinne Bailey Rae,0,0,0.783006,0,0,0.873765,0,relaxed
Another Rainy Day by Corinne Bailey Rae,0,0,0.553551,0,0,0,0.733641,relaxed
Love Thing by Spice Girls,0,0,0.582105,0,0,0,0,happy
My Man's Gone Now by Nina Simone,0,0,0,0.769883,0,0,0,sad
Benzin by Rammstein,0,0,0,0,0,0,0,angry
Reunion by Maggie Reilly,0,0,0,0.64781,0,0,0,relaxed
One Mic by Nas,0,0,0,0.53861,0,0.6336,0,angry
Primitive by Róisín Murphy,0,0,0,0,0,0,0,happy
Michael by Franz Ferdinand,0,0,0.834936,0,0,0.875563,0,happy
Get Over You by Undertones,0,0,0,0,0,0.752665,0,angry
Cathar Rhythm by ERA,0,0,0.651232,0,0,0,0,relaxed
The Propaganda by Limp Bizkit,0.506337,0,0,0,0,0,0.742727,angry
Kiss Kiss Kiss by Yoko Ono,0.668589,0.668254,0.647977,0.670339,0,0,0.911392,happy
One More Time by Fractured,0,0,0,0,0,0,0.865388,sad
Out of Mind by The Cure,0,0,0,0,0.905088,0,0,angry
Sex Toyz by BrokeNCYDE,0.628111,0,0,0.539759,0,0,0.623954,happy
Your Love Is Black by Kaskade,0,0,0,0.74662,0,0,0.944845,sad
Back to This by The Helio Sequence,0,0,0,0.50863,0,0.91171,0,relaxed
Bad by Michael Jackson,0,0,0,0.6247,0,0,0.738823,happy
Dulce 3 Nocturno by Pescado Rabioso,0,0,0,0,0,0.901164,0,relaxed
The Beginning by Lifehouse,0,0,0,0,0,0,0,relaxed
Monkeyland by The Chameleons,0,0,0,0,0,0,0.531174,sad
Nervous Breakdown by Black Flag,0,0.63727,0,0,0.529208,0,0,angry
Slice Of Life by Bauhaus,0,0,0,0.522578,0,0,0,sad
Sunday Morning Coming Down by Johnny Cash,0,0,0.610008,0,0,0,0,sad
Almost by Bowling For Soup,0,0,0,0.59712,0,0,0.987651,happy
Glow by Alien Ant Farm,0,0.693801,0,0,0,0,0.872927,happy
The Kids by Lou Reed,0,0,0,0,0,0.892111,0,sad
Political by Halou,0,0,0,0,0,0,0,relaxed
Hold Me Tight by Evan Rachel Wood,0,0,0.547296,0,0.842491,0,0.639737,happy
I Will Never See the Sun by Great Lake Swimmers,0,0,0,0,0,0.82928,0,relaxed
Superfast Jellyfish by Gorillaz,0,0,0.562168,0,0,0,0.65945,happy
Heresy by Nine Inch Nails,0,0.632621,0,0,0,0,0,angry
The Cross of Changes by Enigma,0,0,0,0,0.995055,0,0.999096,relaxed
Quarantined by At The Drive In,0,0,0,0.695377,0.758947,0,0,angry
Jellybones by The Unicorns,0,0,0,0,0,0,0,happy
Dad by Venetian Snares,0,0,0.692591,0,0,0.761642,0,sad
"Oh, You Are the Roots That Sleep Beneath My Feet and Hold the Earth in Place by Bright Eyes",0,0,0.539897,0,0,0,0,relaxed
Noah by Devendra Banhart,0,0,0,0,0.962247,0,0,relaxed
All Play Dead by Nevermore,0,0,0,0.708516,0,0.927401,0,angry
Holocaust by Big Star,0,0,0,0.514712,0,0,0.751891,sad
Let Me by Rihanna,0,0,0.739294,0,0,0,0.565883,happy
No Easy Way Out by Ozzy Osbourne,0,0,0,0.729191,0,0,0.777925,angry
On A Beach by Richard Ashcroft,0,0,0.706596,0,0,0,0,relaxed
"Eat It by ""Weird Al"" Yankovic",0.520535,0,0,0,0,0,0.957791,happy
Institutionalized by Suicidal Tendencies,0.510279,0,0,0,0.620884,0,0.936415,angry
Rental Car by Beck,0,0,0,0,0,0,0,happy
Tonight in Flames by Cradle of Filth,0,0.590422,0,0,0,0,0,angry
I'm Not Working by Manic Street Preachers,0,0,0,0.703909,0,0,0.789226,sad
Winding Road by Bonnie Somerville,0,0,0,0,0,0,0.643746,relaxed
VINUSHKA by DIR EN GREY,0,0,0,0,0,0,0,angry
In A Dark Place by Gary Numan,0,0,0,0.61303,0,0,0.961379,sad
Wild Eyes by Mariee Sioux,0,0,0.612326,0,0,0,0.583376,relaxed
Another Year by K's Choice,0,0,0.54551,0,0,0,0.808202,sad
Kate Moss by Maximilian Hecker,0,0,0,0,0,0,0,sad
Your Woman by White Town,0,0,0,0,0,0,0.726431,happy
(This Is) The Dream of Evan and Chan by Dntel,0,0,0,0,0.823511,0,0.706892,relaxed
Shake It Out by Manchester Orchestra,0,0.609204,0,0,0,0,0.601046,angry
Success by Jay-Z,0.903426,0,0,0,0,0,0.689515,angry
What Light by Wilco,0,0,0,0,0,0,0.961778,relaxed
Hourglass by Squeeze,0,0.514686,0,0,0.555936,0.684092,0,happy
March Of The Pigs by Nine Inch Nails,0,0,0,0.558214,0,0,0,angry
The Deadly Rhythm by Refused,0,0,0,0,0,0,0,angry
Can't Stand You by Slayer,0.604157,0,0.553392,0,0,0,0,angry
No One Can Touch Us (Featuring Alex Gaskarth) by Sing It Loud,0,0,0.619354,0,0,0,0,happy
The Three Shadows Part 2 by Bauhaus,0.521922,0,0,0,0,0,0,sad
Man Overboard by Blink-182,0,0,0,0,0,0,0.575158,happy
Here In The Real World by Alan Jackson,0,0,0.607636,0,0,0.966107,0,sad
Freeek! '04 by George Michael,0,0,0,0,0,0,0.60858,happy
I'm Real by Jennifer Lopez,0,0,0.56193,0,0,0,0.795048,happy
Black Metal by Venom,0,0,0.65563,0,0,0.758633,0,angry
Once Upon the Sea of Blissful Awareness by Shpongle,0,0,0.90463,0,0,0,0,relaxed
little beast by Elbow,0,0,0,0,0.501943,0,0.947419,sad
Back to the Primitive by Soulfly,0.830129,0,0,0,0,0.923687,0,angry
Silver And Cold by AFI,0,0,0,0,0,0,0,sad
Favola Breve by Emma Shapplin,0,0,0,0,0,0,0.724637,relaxed
Rockin' The Suburbs by Ben Folds,0,0,0,0.545703,0,0,0.73266,happy
The Killing Road by Megadeth,0.500608,0,0,0,0,0.78945,0,angry
Back To This by The Helio Sequence,0,0,0,0.50863,0,0.91171,0,relaxed
War by The Fall,0,0,0,0,0,0,0.689515,angry
Twist and Shout by The Beatles,0,0,0,0,0,0,0.672523,happy
So You Say by Siobhan Donaghy,0,0,0,0.613731,0,0,0.80186,sad
The Lion Sleeps Tonight by The Tokens,0,0,0,0,0,0,0,happy
Octopus's Garden by The Beatles,0,0,0.765596,0,0,0,0.537725,happy
Melt My Heart To Stone by Adele,0,0,0,0.57286,0.642172,0,0,relaxed
What's Happening Brother by Marvin Gaye,0,0,0.579625,0,0.74225,0,0.756502,relaxed
Wrong Again by Martina McBride,0,0,0.553629,0,0.937796,0,0,sad
Beauty Through Order by Slayer,0,0,0,0,0,0,0,angry
Everyone Leaves by Mortiis,0,0,0,0.669952,0,0.851073,0,sad
The Tigers Have Spoken by Neko Case,0,0,0,0,0,0.770765,0,sad
Pigsy In Space by Monkey,0,0,0,0,0,0,0,relaxed
Shitlist by L7,0.86586,0,0,0,0,0.935135,0,angry
En Ring Til Aa Herske by Burzum,0,0,0,0,0,0,0,sad
Synthetic generation by Deathstars,0,0,0,0,0,0.88533,0,sad
Jenna Bush Army by Nerf Herder,0,0,0,0,0.765814,0,0,happy
Vienna Calling by Falco,0,0,0,0,0,0,0,happy
The Keys to Life vs. 15 Minutes of Fame by Atmosphere,0,0,0,0.634382,0,0,0.761143,angry
Forming by Germs,0,0,0,0,0,0,0,angry
Waking Up In the City by The Ditty Bops,0,0,0.782249,0,0,0,0,happy
Gay by Stephen Lynch,0,0,0,0.620192,0.596122,0,0.55795,happy
Criminals by Katatonia,0,0,0,0.678153,0,0,0,sad
Saturdays by Holly Brook,0,0,0,0.545128,0,0,0,relaxed
A Perfect Sonnet by Bright Eyes,0,0,0,0.648631,0.600208,0,0,sad
Sweat  by Inner Circle,0,0,0,0.625085,0,0,0,happy
Nothing Else Matters by Lucie Silvas,0,0,0.679028,0,0.638502,0.903803,0,sad
Odchodząc by Republika,0,0,0,0,0,0,0,sad
Remember by Ella Fitzgerald,0,0,0.685403,0,0.771025,0,0,relaxed
Search and Destroy by The Stooges,0,0,0,0.570668,0.551743,0,0.68097,angry
Aquarius by Boards of Canada,0,0,0.538936,0,0,0,0,relaxed
Phantom Lord by Metallica,0,0,0,0.544424,0,0,0,angry
I'd Be Better Off (In A Pine Box) by Doug Stone,0,0,0,0.635922,0,0,0,sad
Handlebars by Flobots,0,0,0.715807,0,0.627525,0,0.586281,angry
I Will Be Heard by Hatebreed,0,0,0,0.673385,0,0,0,angry
Under The Sea by Samuel E. Wright,0,0,0.656361,0,0,0,0.560712,happy
Jolene by Susanna and the Magical Orchestra,0,0,0.746174,0,0,0,0.692385,relaxed
The Power of Lard by Lard,0,0,0,0,0,0,0,angry
Terra Nova by iLiKETRAiNS,0,0,0,0,0.920556,0,0.944845,sad
Birdhouse In Your Soul by They Might Be Giants,0,0,0.705555,0,0,0,0,happy
Wu-Tang Clan Ain't Nuthing Ta F' Wit by Wu-Tang Clan,0.81592,0,0,0,0,0,0,angry
Lovesick by Friendly Fires,0,0,0,0,0,0,0,happy
Jesus' Tod by Burzum,0,0,0,0,0,0,0,angry
Man in the box by Tunng,0,0,0,0,0,0,0,relaxed
Savant by Oceansize,0,0,0,0.772748,0,0.6697,0,sad
American High by Machine Head,0,0,0,0,0,0,0,angry
T.R.I.C. by Otep,0,0,0.542938,0,0.504484,0,0,angry
Her Eyes by Pat Monahan,0,0,0,0,0,0,0,happy
Let Me Lie by Hayley Westenra,0,0,0,0.657834,0,0,0,relaxed
I Wupped Batman's Ass by Wesley Willis,0,0,0,0,0,0,0,happy
Burning Flag by Marilyn Manson,0,0,0,0,0,0,0,angry
Know-How by Kings Of Convenience,0,0.517253,0,0,0,0,0,relaxed
Oíche Chiúin (Silent Night) by Enya,0,0,0,0,0,0,0,relaxed
Sweetest Sin by Jessica Simpson,0,0,0.784103,0,0.762312,0,0,happy
We Are the Storm by The Dillinger Escape Plan,0,0,0,0,0,0.767707,0,angry
Suck My Left One by Bikini Kill,0.657169,0,0,0,0,0.79901,0,angry
Out! by Lunatica,0,0.716695,0,0,0,0,0.621363,angry
Obscure Alternatives by Japan,0,0.504949,0,0,0.952313,0.937689,0,sad
Back Home To Me by Sophie Milman,0,0,0,0.502436,0,0,0,relaxed
Ohne dich by Selig,0,0,0,0,0,0,0,sad
The Sweetest Memory by Eighteen Visions,0,0,0,0.529358,0.741794,0,0.946779,sad
Mother Love by Queen,0,0,0.579873,0,0,0,0.693823,sad
Fake It by Seether,0,0,0,0,0,0,0,angry
Car Chase City by Tenacious D,0.776884,0,0,0,0,0.842989,0,happy
Amerimacka  by Thievery Corporation,0,0,0,0.524696,0,0.837496,0,relaxed
Sibella by Richard Thompson,0,0,0.883536,0,0,0,0.729128,sad
Proxima Centauri by At The Drive-In,0,0,0,0,0,0.543151,0,angry
Where Do We Go Now But Nowhere by Nick Cave and the Bad Seeds,0,0,0.640563,0,0,0.514718,0,sad
If The Kids Are United by Sham 69,0,0,0.689016,0,0,0,0,angry
Miserable by Lit,0,0.739868,0,0,0,0.517204,0,sad
From Heaven to Dust by Azam Ali,0,0,0,0,0,0,0,relaxed
New Birds by Arab Strap,0,0,0.595483,0,0,0,0.6427,sad
Eye of the Tiger by Survivor,0,0,0.559248,0,0,0,0,angry
Tourette's by Nirvana,0,0,0.635275,0,0.747663,0,0,angry
Fortunate Fool by Jack Johnson,0,0,0.761594,0,0,0,0.970634,relaxed
Far From Me by Nick Cave and the Bad Seeds,0,0,0,0.515345,0,0,0,sad
Bette Davis Eyes (Acoustic Version) by Kim Carnes,0,0,0.685389,0,0,0.56543,0,relaxed
Small Planes by The Innocence Mission,0,0,0.509237,0,0,0,0,sad
Buttons by The Pussycat Dolls,0,0,0,0,0,0,0,happy
Half-Boyfriend by Jay Brannan,0,0,0,0,0,0,0.976799,sad
The Mullet Burden by The Dillinger Escape Plan,0,0,0,0.619095,0.583465,0,0.742727,angry
Revolution Action by Atari Teenage Riot,0,0.510176,0.52486,0.564016,0,0,0,angry
Ikea by Jonathan Coulton,0,0,0,0,0,0,0.865388,happy
"Funkytown by Lipps, Inc.",0,0,0.522824,0,0,0,0.949112,happy
Hallelujah by Nick Cave and the Bad Seeds,0,0,0,0,0,0,0,sad
I Am The Dog by Nevermore,0,0,0,0.527112,0,0.942754,0,angry
Could Be Anything by The Eames Era,0,0,0,0,0.678843,0,0.923569,happy
"Yes Sir, I Can Boogie by Baccara",0,0,0,0,0.671563,0.776928,0,happy
One Day by Trading Yesterday,0,0,0,0,0.800053,0,0.774175,relaxed
Breaking the Law by Judas Priest,0,0,0,0.642208,0.616145,0.896939,0,angry
Straight Out of Line by Godsmack,0,0,0,0,0.742172,0,0,angry
Ngiculela-Es Una Historia-I Am Singing by Stevie Wonder,0,0,0,0,0,0,0,relaxed
Lonely Tonight by Matt Wertz,0,0.706048,0,0,0,0,0.755578,relaxed
I'm Outta Time by Oasis,0,0,0.578465,0,0.818926,0,0,sad
Trash by Silverchair,0,0,0.743484,0.504156,0,0,0,angry
O.G. Original Gangster by Ice-T,0.726903,0,0,0,0,0,0.508873,angry
Africa by D'Angelo,0,0,0,0,0,0.722398,0,relaxed
Jojo by Boz Scaggs,0,0,0.585761,0,0.617778,0.773068,0,relaxed
Kingdoms Of Rain by Mark Lanegan,0,0,0,0,0,0,0.927447,sad
Unfold (Eagles Ballroom Live Version) by Jason Mraz,0,0,0,0,0,0,0.546911,relaxed
La chute de l'ange by Dark Sanctuary,0,0,0,0,0,0,0,sad
Scream Aim Fire by Bullet For My Valentine,0.535113,0,0,0.50168,0.508944,0,0,angry
The Hazards of Love 4 (The Drowned) by The Decemberists,0,0,0,0.635988,0,0,0,sad
All Shook Down by The Replacements,0,0,0,0,0,0.828525,0,relaxed
Escape by Balligomingo,0,0,0,0,0.770613,0.780034,0,relaxed
The Rifle by Alela Diane,0,0,0,0,0,0,0,relaxed
Hang On To Your Love by Sade,0,0,0.74471,0,0,0,0,relaxed
Hungry Like The Wolf by Duran Duran,0,0,0,0,0,0,0.755988,happy
Let Me Kiss You by Morrissey,0,0,0.617794,0,0.739936,0,0.944845,sad
My Little Brother by Art Brut,0,0,0,0,0.950005,0,0.959646,happy
Macho Man by Village People,0,0,0.863032,0,0,0,0.63443,happy
Let Yourself Go by Ella Fitzgerald,0,0,0,0,0.552444,0,0,relaxed
Wasn't Born To Follow by The Byrds,0,0,0.673677,0,0,0,0,happy
Drinks Taste Better When They're Free by ElectroVamp,0,0,0,0,0,0,0.950632,happy
Bacchante by Theatre of Tragedy,0,0,0,0,0,0,0,sad
We Have All The Time In The World by The Puppini Sisters,0,0,0.903662,0,0,0.979426,0,happy
Flowers by The Emotions,0,0,0.917585,0,0,0.752665,0,relaxed
Unlovable by Darren Hayes,0,0,0,0.566696,0.639296,0,0.521811,sad
Year 3000 by Busted,0,0,0.69625,0,0,0,0.660864,happy
Hard to Love a Man by Magnolia Electric Co.,0,0,0,0.620062,0,0,0,sad
Wish by Nine Inch Nails,0,0,0,0.549615,0,0,0.621363,angry
Drop Out by Converge,0,0,0,0,0,0,0.68097,angry
I'm a Man by Yardbirds,0,0,0.656525,0,0,0,0.79145,angry
Gentlemen by Teddy Geiger,0,0,0,0,0,0.868085,0,relaxed
Fractions by Emery,0,0,0,0,0.596122,0,0.808461,sad
Ruff Ryders' Anthem by DMX,0.524327,0,0,0.585434,0,0,0,angry
The Prayer by Celtic Woman,0,0,0.546065,0,0.787916,0,0,relaxed
Do You Remember Rock 'N' Roll Radio? by Ramones,0,0,0.526126,0,0.758357,0,0,happy
Us Or Them by The Cure,0,0,0,0,0,0,0.840028,angry
No es lo mismo by Alejandro Sanz,0,0,0,0,0,0,0,happy
Prison Song by System of a Down,0,0,0,0,0,0,0,angry
Gets Me Through by Ozzy Osbourne,0,0,0,0.703189,0,0,0.971147,angry
When You Were Around by Lene Marlin,0,0,0,0.87482,0,0,0.881629,relaxed
"No Envy, No Fear by Joshua Radin",0,0.797999,0,0,0,0,0,relaxed
Pupilas Lejanas by Los Pericos,0,0,0,0,0,0,0,relaxed
Hard to Explain by Strokes,0,0,0,0.727475,0,0,0,angry
"O'Malley, Former Underdog by Deerhoof",0,0,0.584023,0.584651,0,0.890603,0,happy
My Kind Of Scene by Powderfinger,0,0,0,0.524751,0,0,0.923569,relaxed
Serial Killer by Vio-Lence,0,0,0,0.701102,0,0.696516,0,angry
She Thinks My Tractor's Sexy by Kenny Chesney,0,0,0.667205,0,0.71607,0,0.6048,happy
Spawn Again by Silverchair,0,0,0.511659,0,0.926981,0,0,angry
Dead Embryonic Cells by Sepultura,0,0,0,0.667869,0,0,0.60858,angry
Only A Fool Would Say That by Steely Dan,0.51399,0,0,0,0,0,0,relaxed
I Think Of You by IVY,0,0,0,0.685652,0.97779,0,0.764224,relaxed
Lonely Is The Word by Black Sabbath,0,0,0,0,0,0.78945,0,sad
We Are All Animals by The Rakes,0,0,0,0,0.699937,0,0,happy
Sometimes I Rhyme Slow by Nice & Smooth,0,0,0.84522,0,0,0,0.867187,relaxed
Dead Bodies Everywhere by Korn,0.579552,0,0,0,0,0,0,angry
Heavenly Day by Patty Griffin,0,0,0,0,0,0,0,relaxed
MLK by U2,0,0.525829,0,0,0,0,0.911392,sad
Legalize It by Peter Tosh,0,0,0,0,0,0,0.908434,relaxed
Comic Strip by Serge Gainsbourg,0.681416,0,0,0,0,0,0,happy
So Did We by Isis,0,0,0,0,0,0,0,sad
Cryin' Like a Bitch by Godsmack,0.548305,0,0,0.505475,0,0,0.546018,angry
Soul Boy by Edyta Górniak,0,0,0.701053,0,0,0,0.926965,relaxed
Total Eclipse Of The Heart by Nicki French,0,0.512607,0,0.532258,0.837333,0.831878,0,happy
For Those Of Ya'll Who Wear Fannie Packs by Ben Folds Five,0.670807,0,0,0,0,0.6633,0,happy
Ooh La La by The Wiseguys,0,0,0.538249,0,0,0,0,happy
Welcome To My World by Nerf Herder,0,0,0.788191,0,0,0,0,happy
It's So Simple by Saosin,0,0.767262,0,0,0,0,0,angry
Soul Deep by Lisa Stansfield,0,0,0.59525,0,0,0,0,relaxed
She Bangs by Ricky Martin,0,0,0,0,0,0,0.810319,happy
Frankie Teardrop by Suicide,0,0,0,0,0,0,0,angry
Do You Love Me by The Contours,0,0,0,0,0,0,0.706892,happy
Flip Ya Lid by Nightmares On Wax,0,0,0,0.679861,0,0,0.859075,relaxed
Burn by Nine Inch Nails,0,0,0,0.640578,0,0,0.853717,angry
Melancholy Mood by Ziggy Marley,0,0,0,0.797594,0,0,0,relaxed
Magic Stick  by Lil' Kim,0,0,0,0,0,0,0.756345,happy
A Moment Lost by Enya,0,0,0,0.840728,0,0.894123,0,relaxed
Strange Way by Firefall,0,0.613464,0,0,0,0,0.579049,relaxed
Who Put the Stump? by Bob Rivers,0,0,0,0,0,0,0,happy
More Than Ever by Take 6,0,0,0,0.650874,0.802429,0.885384,0,relaxed
Good Day by Nappy Roots,0,0,0.685791,0,0,0,0,happy
On the Way by Abra Moore,0,0,0,0,0,0,0.733641,relaxed
Am I Evil? by Diamond Head,0,0,0,0.610496,0,0,0,angry
In A Mellow Tone by Ella Fitzgerald,0,0,0.562179,0,0.742424,0,0.68097,relaxed
Away In A Manger by Celtic Woman,0,0,0.694504,0,0,0,0,relaxed
Deadlands by Tristania,0,0,0,0.571767,0,0.608066,0,sad
Hearts of Darkness by Cavalera Conspiracy,0,0,0,0,0,0,0,angry
Wattershed by Foo Fighters,0.681768,0,0,0,0,0,0,angry
I Fucking Hate You by Godsmack,0.764033,0,0,0,0,0,0,angry
Shine by Joni Mitchell,0,0,0.649406,0,0,0,0,relaxed
Ev'ry Time We Say Goodbye by Simply Red,0,0,0,0.726301,0.596122,0.858189,0,sad
Three Imaginary Boys by The Cure,0,0.669988,0,0,0,0.825187,0,sad
Angel by Judas Priest,0,0,0,0,0.71598,0,0.698156,sad
Show Me by Jill Scott,0,0,0,0.511199,0,0.780034,0,relaxed
Doctor Online by Zeromancer,0,0,0,0.722639,0,0,0.923919,angry
Something Against You by Pixies,0,0,0,0,0,0,0.993284,angry
Whip It by Devo,0,0,0,0,0,0,0,happy
Reckoning by Killswitch Engage,0.571143,0,0,0.53577,0.530786,0,0.765774,angry
Red Army Blues by The Waterboys,0,0,0,0,0.513687,0,0,sad
Fuck you by Headstones,0.770537,0,0,0,0,0,0.819646,angry
War Pigs by Black Sabbath,0.682005,0,0,0,0,0,0.814556,angry
Slaughter Of The Soul by At the Gates,0,0,0,0.659218,0,0.944761,0,angry
Letter From America by The Proclaimers,0,0,0,0.682706,0,0,0.644551,relaxed
"Cable TV by ""Weird Al"" Yankovic",0,0,0,0.822664,0,0,0,happy
Aliens Exist by blink-182,0,0,0,0.682425,0.563711,0.806274,0,happy
Deteriorate by Demon Hunter,0,0,0,0.84285,0,0.773068,0,sad
Jenny From the Block by Jennifer Lopez,0,0,0,0,0,0,0,happy
This Will Be Our Year by OK Go,0,0,0.65971,0,0,0,0,happy
Hotter And Hotter by Rollins Band,0,0,0,0,0,0,0.827288,angry
Your Kisses Are Wasted On Me by The Pipettes,0,0,0.590037,0,0,0,0,happy
Velvet Tongue by VIRGIN BLACK,0,0,0,0.745804,0,0.901164,0,sad
Promise Me by Luther Vandross,0,0,0.808275,0,0,0.714073,0,relaxed
A Felicidade by Tom Zé,0,0,0,0,0,0,0,relaxed
Reasons To Be Beautiful by Hole,0,0,0.69083,0,0,0.559726,0,sad
Heartache Every Moment by HIM,0,0,0.585812,0,0,0.927401,0,sad
Blackwater Park by Opeth,0,0,0,0.81581,0.694442,0.577118,0,sad
Side Two by Sondre Lerche,0,0,0,0.772205,0,0,0.623954,relaxed
