Song,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
Show A Little Faith by Charlotte Church,0.0,0.0,0.0,0.5252359999999999,0.655604,0.725496,0.0,relaxed
One Of Us Must Know (Sooner Or Later) by Bob Dylan,0.0,0.0,0.0,0.840939,0.0,0.0,0.848773,sad
Love Is Strange by Mickey & Sylvia,0.0,0.0,0.9428040000000001,0.0,0.0,0.0,0.0,happy
The Woman By The Well by Sarah Blasko,0.0,0.0,0.0,0.645181,0.9182030000000001,0.0,0.973513,relaxed
Not Fair by Lily Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Cherish The Day by Sade,0.0,0.0,0.524184,0.0,0.0,0.0,0.0,relaxed
It's A Pity by Tanya Stephens,0.0,0.0,0.0,0.0,0.0,0.0,0.6457609999999999,happy
Sabbath Bloody Sabbath by Black Sabbath,0.0,0.0,0.0,0.0,0.590793,0.769606,0.0,angry
Flick of the Switch by AC/DC,0.0,0.0,0.0,0.591803,0.0,0.725237,0.0,angry
It's Gonna Rain by Violent Femmes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Territory by Sepultura,0.0,0.0,0.0,0.0,0.77494,0.0,0.0,angry
That's My Job by Conway Twitty,0.0,0.534449,0.0,0.54805,0.0,0.0,0.0,sad
Police Story by Black Flag,0.743895,0.0,0.0,0.0,0.0,0.766185,0.0,angry
Every Day Is Exactly The Same by Nine Inch Nails,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Sometimes by Daniel Lanois,0.0,0.0,0.0,0.69091,0.693072,0.0,0.9815870000000001,relaxed
Love Is Like An Itching In My Heart by The Supremes,0.0,0.0,0.580184,0.0,0.530786,0.0,0.0,happy
Killamangiro by Babyshambles,0.0,0.0,0.0,0.0,0.0,0.0,0.620095,happy
Drowning by Stabbing Westward,0.0,0.0,0.0,0.6461210000000001,0.0,0.0,0.9899620000000001,sad
Save Your Scissors by City and Colour,0.0,0.0,0.0,0.5454899999999999,0.0,0.0,0.8196459999999999,relaxed
Among the Living by Anthrax,0.559308,0.0,0.0,0.0,0.0,0.0,0.0,angry
War Zone by Slayer,0.0,0.0,0.0,0.0,0.532292,0.0,0.0,angry
If Loving You Is Wrong by Cassandra Wilson,0.0,0.0,0.0,0.554403,0.0,0.0,0.0,relaxed
An Ocean Between Us by As I Lay Dying,0.0,0.0,0.0,0.798728,0.544253,0.0,0.0,angry
Nightmare by Avenged Sevenfold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
I Don't Like The Vibe In The VIP by ElectroVamp,0.0,0.0,0.0,0.0,0.0,0.0,0.685841,happy
Sludge Factory by Alice in Chains,0.0,0.0,0.642989,0.0,0.0,0.0,0.0,sad
Psychotron by Megadeth,0.619769,0.0,0.0,0.0,0.0,0.0,0.911392,angry
Un Poco De Amor by Shakira,0.0,0.0,0.501107,0.0,0.0,0.0,0.0,happy
Oh My Lord by Nick Cave and the Bad Seeds,0.0,0.0,0.0,0.0,0.0,0.0,0.803972,sad
Just Can't Last by Natalie Merchant,0.0,0.0,0.0,0.812067,0.6298229999999999,0.0,0.9736530000000001,relaxed
Booksmart Devil by Silversun Pickups,0.0,0.0,0.560431,0.0,0.0,0.0,0.994704,relaxed
No Children by The Mountain Goats,0.0,0.0,0.0,0.5076189999999999,0.0,0.0,0.9576309999999999,sad
If U Seek Amy by Britney Spears,0.0,0.0,0.518526,0.506361,0.0,0.0,0.0,happy
Dragostea Din Tei by O-Zone,0.0,0.0,0.661215,0.0,0.0,0.0,0.0,happy
The Purple People Eater by Sheb Wooley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Ho Visto Un Re by Enzo Jannacci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Dread and the Fugitive Mind by Megadeth,0.0,0.555554,0.0,0.0,0.547016,0.0,0.0,angry
Hope by Jack Johnson,0.0,0.6485810000000001,0.0,0.0,0.0,0.0,0.0,relaxed
More Than You Know by Jane Monheit,0.0,0.0,0.736355,0.0,0.0,0.59538,0.0,relaxed
I Wanna Be Loved By You by Marilyn Monroe,0.0,0.0,0.7510439999999999,0.0,0.0,0.0,0.8701049999999999,happy
Distant Lights by Burial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Sadness Is a Blessing by Lykke Li,0.0,0.0,0.0,0.8778590000000001,0.0,0.0,0.0,sad
I Told You So by Carrie Underwood,0.0,0.0,0.0,0.783532,0.0,0.0,0.698156,sad
Will You Marry Me by Lenny Kravitz,0.0,0.0,0.767936,0.0,0.0,0.0,0.0,happy
The Needle Lies by Queensryche,0.0,0.8627030000000001,0.0,0.0,0.0,0.512251,0.0,angry
The Cry of Mankind by My Dying Bride,0.0,0.0,0.0,0.0,0.0,0.0,0.8082020000000001,sad
7 Things by Miley Cyrus,0.0,0.0,0.0,0.608472,0.0,0.0,0.878342,happy
Vaca que cambia de querencia by Juana Molina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
If You're Not Scared by K's Choice,0.0,0.0,0.0,0.787716,0.0,0.0,0.606057,sad
Sunworshipper by Mylo,0.0,0.0,0.0,0.0,0.0,0.898523,0.0,relaxed
Singin' In The Rain by Jamie Cullum,0.0,0.0,0.905524,0.0,0.0,0.0,0.698156,relaxed
I Am the Fly by Wire,0.0,0.0,0.0,0.0,0.51064,0.0,0.8653879999999999,angry
Livin' La Vida Loca by Ricky Martin,0.0,0.0,0.541643,0.0,0.0,0.0,0.0,happy
Limo Wreck by Soundgarden,0.0,0.0,0.0,0.5552729999999999,0.0,0.0,0.0,sad
Bitter Sweet by Sopor Aeternus & The Ensemble Of Shadows,0.0,0.0,0.0,0.811253,0.0,0.9221969999999999,0.0,sad
Nosferatu by Blue Öyster Cult,0.0,0.7817649999999999,0.0,0.0,0.0,0.641705,0.0,angry
My Evil Plan To Save The World by Five Iron Frenzy,0.0,0.0,0.0,0.0,0.0,0.722398,0.0,happy
I Know It's True but I'm Sorry to Say by Violent Femmes,0.0,0.0,0.766288,0.0,0.686385,0.0,0.698156,sad
Kielbasa by Tenacious D,0.552327,0.0,0.6066229999999999,0.0,0.0,0.0,0.0,happy
Sleepers by Saosin,0.0,0.0,0.0,0.0,0.0,0.722398,0.0,angry
Potters Field by Anthrax,0.0,0.0,0.0,0.606038,0.0,0.0,0.0,angry
Little Bombs by Aimee Mann,0.0,0.0,0.0,0.0,0.0,0.0,0.872927,sad
The Red by Chevelle,0.0,0.673746,0.0,0.0,0.0,0.6633,0.0,angry
Blue Sky by Jason Collett,0.0,0.0,0.0,0.727338,0.0,0.0,0.0,relaxed
All My Friends (John Cale's Version) by LCD Soundsystem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Bushes And Briars by Sandy Denny,0.0,0.0,0.597773,0.0,0.0,0.0,0.626556,sad
Punk Rock Superstar by Marcy Playground,0.0,0.0,0.659752,0.0,0.0,0.0,0.0,happy
Le Vieil Amant by Emilie Simon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Your Master Is Calling by Pink Turns Blue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Clear My Head by IVY,0.0,0.0,0.0,0.729179,0.916623,0.8765629999999999,0.0,relaxed
A Sunday Kind Of Love by Etta James,0.0,0.0,0.687034,0.0,0.0,0.0,0.9732049999999999,relaxed
Lonely This Christmas by Mud,0.0,0.0,0.0,0.9333940000000001,0.0,0.0,0.0,sad
Everybody Knows That You Are Insane by Queens Of The Stone Age,0.0,0.0,0.0,0.572358,0.0,0.0,0.80186,angry
These Good People by The Gathering,0.0,0.0,0.0,0.0,0.6687420000000001,0.8591639999999999,0.0,sad
Cuntry Boys & City Girls by The Fratellis,0.0,0.0,0.0,0.0,0.0,0.0,0.9421870000000001,happy
Puto by Molotov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
I Wish by Victoria Beckham,0.0,0.505691,0.0,0.551026,0.0,0.0,0.6985399999999999,happy
Dizzy by Ours,0.0,0.0,0.0,0.517165,0.520612,0.0,0.655928,sad
Walking In Rhythm by The Blackbyrds,0.0,0.0,0.643379,0.0,0.0,0.0,0.779803,happy
Velvet Revolution by Tori Amos,0.0,0.0,0.0,0.769315,0.963306,0.0,0.50589,sad
FFF by Megadeth,0.0,0.0,0.0,0.6697529999999999,0.0,0.0,0.0,angry
Spirit in Black by Slayer,0.0,0.0,0.535821,0.0,0.0,0.0,0.810645,angry
Keep In Touch by theaudience,0.0,0.571867,0.0,0.0,0.0,0.0,0.9250290000000001,relaxed
Roy Walker by Belle and Sebastian,0.0,0.0,0.7189989999999999,0.0,0.0,0.0,0.68097,happy
As the Palaces Burn by Lamb of God,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Personality Crisis by New York Dolls,0.0,0.0,0.0,0.0,0.0,0.0,0.5899340000000001,angry
Unanswered by Suicide Silence,0.6630020000000001,0.0,0.0,0.0,0.0,0.7526649999999999,0.0,angry
It's That Time Again by The Dodos,0.0,0.0,0.0,0.555847,0.0,0.0,0.0,sad
Deliver Me From Mine Enemies by Diamanda Galás,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
We're Going Wrong by Cream,0.0,0.0,0.0,0.687722,0.0,0.0,0.770435,sad
Edge of the Ocean by IVY,0.0,0.0,0.658496,0.0,0.0,0.0,0.0,relaxed
Your Pretty Face Is Going to Hell by The Stooges,0.0,0.0,0.0,0.0,0.0,0.52563,0.0,angry
Worried Eyes by Eagle-Eye Cherry,0.0,0.0,0.0,0.846082,0.747663,0.0,0.8272879999999999,relaxed
It's Over by Bic Runga,0.0,0.0,0.626436,0.0,0.7386510000000001,0.0,0.949952,sad
Poetically Pathetic (Acoustic) by Amber Pacific,0.0,0.0,0.709218,0.0,0.7339,0.0,0.791927,sad
Lovely 2 C U by Goldfrapp,0.0,0.0,0.859642,0.0,0.0,0.0,0.0,happy
"The Night Santa Went Crazy by ""Weird Al"" Yankovic",0.0,0.0,0.0,0.0,0.0,0.659623,0.0,happy
Are We Still Married? by His Name Is Alive,0.0,0.0,0.0,0.0,0.0,0.0,0.966403,sad
Simarik by Tarkan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Nada Valgo Sin Tu Amor by Juanes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
"Kick, Push by Lupe Fiasco",0.0,0.0,0.648954,0.0,0.0,0.0,0.761129,relaxed
Thank You Very Much by Kaiser Chiefs,0.0,0.0,0.777539,0.0,0.8254319999999999,0.0,0.751891,happy
Counting Backwards by Throwing Muses,0.0,0.0,0.0,0.6382180000000001,0.747663,0.0,0.0,angry
Future Breed Machine by Meshuggah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
I Luv It by Young Jeezy,0.0,0.0,0.0,0.672037,0.0,0.0,0.762676,angry
Burn by Three Days Grace,0.502694,0.0,0.0,0.0,0.0,0.0,0.0,angry
Bring the Noise by Public Enemy,0.530655,0.0,0.521095,0.0,0.0,0.589192,0.0,angry
Monday Morning by Maria Mena,0.0,0.0,0.0,0.764714,0.0,0.0,0.0,relaxed
The Wrong Nigga to Fuck Wit by Ice Cube,0.684511,0.0,0.0,0.0,0.0,0.0,0.0,angry
Am I Inside by Alice in Chains,0.0,0.0,0.0,0.765522,0.0,0.0,0.0,sad
Sandy the River Demon by Monkey,0.0,0.0,0.0,0.0,0.0,0.0,0.8177369999999999,relaxed
Ghostbusters by Ray Parker Jr.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Hate Me! by Children of Bodom,0.0,0.0,0.0,0.623791,0.0,0.0,0.6123850000000001,angry
Olhos Certos by Detonautas Roque Clube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Gigantic by Pixies,0.0,0.0,0.6767529999999999,0.0,0.0,0.667008,0.0,happy
Day by Katatonia,0.0,0.0,0.5775239999999999,0.0,0.0,0.502568,0.0,sad
Painter in Your Pocket by Destroyer,0.0,0.0,0.564557,0.698631,0.0,0.0,0.839217,relaxed
Belle de Jour by De-Phazz,0.0,0.0,0.0,0.0,0.0,0.0,0.947419,relaxed
Never Be the Sun by Dolores Keane,0.0,0.0,0.704626,0.0,0.0,0.0,0.959929,relaxed
Bring the Pain by Method Man,0.720274,0.0,0.0,0.0,0.0,0.0,0.0,angry
Those Three Days by Lucinda Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Moto Psycho by Megadeth,0.0,0.0,0.0,0.0,0.0,0.0,0.635753,angry
Touch Down by Delays,0.0,0.0,0.0,0.0,0.8854479999999999,0.0,0.7986949999999999,relaxed
Laura by Scissor Sisters,0.0,0.0,0.0,0.0,0.0,0.0,0.80186,happy
I Like You So Much Better When You're Naked by Ida Maria,0.0,0.0,0.0,0.0,0.0,0.0,0.568389,happy
Lovesongs (They Kill Me) by Cinema Bizarre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Leave My Mind by Lene Marlin,0.0,0.0,0.0,0.569868,0.596122,0.87984,0.0,relaxed
You Got By by Sara Gazarek,0.0,0.0,0.0,0.0,0.0,0.0,0.849567,relaxed
Walk Believer Walk by The Black Crowes,0.0,0.0,0.0,0.0,0.0,0.0,0.600641,happy
Thank You (Falettinme Be Mice Elf Agin) by Sly & The Family Stone,0.0,0.0,0.541905,0.0,0.0,0.0,0.0,happy
The Lonely by British Sea Power,0.0,0.596072,0.0,0.0,0.0,0.9064409999999999,0.0,sad
Autumn Tactics by Chicane,0.0,0.0,0.698724,0.0,0.0,0.0,0.8979299999999999,relaxed
Under the Gun by The Sisters Of Mercy,0.0,0.0,0.8632129999999999,0.0,0.0,0.0,0.0,sad
Get Myself on Track by Audio Bullys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
The Sleep of No Dreaming by Porcupine Tree,0.0,0.0,0.0,0.0,0.0,0.0,0.8082020000000001,sad
Lazy Girls by Jill Cunniff,0.0,0.0,0.60412,0.0,0.0,0.0,0.60858,happy
Newgrange by Clannad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Jackie Jackson by Franz Ferdinand,0.0,0.0,0.508206,0.0,0.0,0.0,0.647781,happy
The Corps Under My Bed by Combichrist,0.6167060000000001,0.0,0.0,0.0,0.0,0.0,0.0,sad
Want by The Cure,0.0,0.0,0.647063,0.0,0.0,0.701849,0.0,sad
I'm on a Boat (feat. T-Pain) by The Lonely Island,0.57235,0.0,0.0,0.0,0.0,0.0,0.0,happy
Faithful  by Common,0.0,0.0,0.651019,0.0,0.0,0.0,0.0,relaxed
This Place Hotel by The Jacksons,0.0,0.0,0.6314029999999999,0.0,0.601256,0.0,0.0,sad
Dirge for November by Opeth,0.0,0.0,0.0,0.7666270000000001,0.0,0.9526629999999999,0.0,sad
It's A Long Way There by Little River Band,0.0,0.0,0.0,0.0,0.0,0.0,0.9687389999999999,relaxed
11:11 by Rufus Wainwright,0.0,0.0,0.0,0.5056229999999999,0.0,0.0,0.0,relaxed
Break The Ice by Britney Spears,0.0,0.0,0.0,0.0,0.0,0.0,0.671324,happy
Midnight Blue by Electric Light Orchestra,0.0,0.0,0.0,0.8161189999999999,0.0,0.0,0.0,relaxed
We're Not Deep by The Housemartins,0.0,0.0,0.0,0.0,0.767471,0.0,0.7473,happy
Disguise by Lene Marlin,0.0,0.0,0.0,0.0,0.0,0.0,0.937317,relaxed
