Energy,Tempo,Mode,Key,Valence,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,Mood
0.733,132.03799999999998,1,4,0.737,1.0,0.973,0.7020000000000001,0.36,0.201,0.11900000000000001,0.096,0.08,0.083,0.087,0.065,0.774,happy
0.8590000000000001,128.964,0,9,0.311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,angry
0.545,144.44299999999998,1,7,0.369,1.0,0.978,0.589,0.556,0.531,0.5329999999999999,0.53,0.5329999999999999,0.5329999999999999,0.512,0.5,0.243,relaxed
0.8420000000000001,110.37,0,10,0.727,0.985,1.0,0.9570000000000001,0.856,0.787,0.795,0.785,0.745,0.705,0.633,0.635,0.62,sad
0.9279999999999999,149.975,1,4,0.982,0.973,0.95,0.586,0.27899999999999997,0.263,0.33299999999999996,0.255,0.256,0.348,0.42,0.7809999999999999,1.0,happy
0.965,141.59,1,9,0.574,0.816,1.0,0.604,0.517,0.39899999999999997,0.39899999999999997,0.19,0.27899999999999997,0.408,0.276,0.192,0.384,happy
0.7809999999999999,178.65,1,2,0.51,0.09300000000000001,0.14400000000000002,0.085,0.033,0.009000000000000001,0.012,0.237,1.0,0.385,0.013000000000000001,0.01,0.027999999999999997,angry
0.9359999999999999,106.147,1,10,0.247,1.0,0.919,0.7490000000000001,0.457,0.389,0.484,0.745,0.48100000000000004,0.484,0.505,0.7290000000000001,0.5579999999999999,angry
0.22,86.43799999999999,0,2,0.0394,0.912,1.0,0.769,0.675,0.662,0.573,0.725,0.6459999999999999,0.6779999999999999,0.696,0.9279999999999999,0.6559999999999999,relaxed
0.987,163.94400000000002,0,7,0.621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,angry
0.8029999999999999,157.488,1,4,0.39,1.0,0.626,0.3,0.11800000000000001,0.124,0.035,0.149,0.045,0.042,0.139,0.084,0.462,happy
0.9990000000000001,103.92399999999999,1,1,0.146,0.327,1.0,0.431,0.5760000000000001,0.48200000000000004,0.578,0.556,0.539,0.595,0.532,0.499,0.425,angry
0.596,92.068,0,6,0.457,0.998,1.0,0.087,0.122,0.239,0.243,0.14800000000000002,0.08199999999999999,0.051,0.047,0.053,0.10300000000000001,relaxed
0.898,119.99799999999999,0,9,0.688,1.0,0.8390000000000001,0.384,0.264,0.147,0.133,0.317,0.39399999999999996,0.302,0.121,0.10400000000000001,0.531,happy
0.264,130.58700000000002,1,10,0.218,0.8909999999999999,1.0,0.273,0.209,0.195,0.193,0.193,0.175,0.149,0.111,0.10300000000000001,0.441,relaxed
0.163,128.061,1,0,0.124,0.001,0.008,0.001,0.001,0.045,0.001,0.001,0.003,0.005,1.0,0.003,0.002,relaxed
0.599,137.035,0,10,0.7879999999999999,0.9640000000000001,0.877,0.662,0.752,0.687,0.684,0.838,0.8740000000000001,0.685,0.782,0.82,1.0,happy
0.8809999999999999,132.59,1,7,0.262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,sad
0.115,78.8,1,9,0.0472,0.358,0.45299999999999996,0.36,0.318,0.738,0.33899999999999997,0.265,0.204,0.40399999999999997,1.0,0.34,0.34600000000000003,relaxed
0.664,121.633,1,1,0.9009999999999999,1.0,1.0,0.9259999999999999,0.8029999999999999,0.746,0.774,0.754,0.7170000000000001,0.6890000000000001,0.585,0.5379999999999999,0.528,happy
0.9540000000000001,183.958,1,1,0.54,0.095,0.16699999999999998,0.136,0.12300000000000001,0.275,0.405,0.7909999999999999,0.8340000000000001,0.38799999999999996,0.124,1.0,0.536,angry
0.41600000000000004,199.517,1,4,0.353,0.34700000000000003,0.23800000000000002,0.231,0.19,0.47200000000000003,1.0,0.24600000000000002,0.156,0.146,0.184,0.151,0.147,happy
0.715,139.993,1,2,0.33899999999999997,1.0,0.7340000000000001,0.052000000000000005,0.027000000000000003,0.13,0.633,0.025,0.024,0.022000000000000002,0.028999999999999998,0.011000000000000001,0.12300000000000001,sad
0.133,116.456,1,7,0.653,0.015,0.039,0.008,0.009000000000000001,0.02,0.195,1.0,0.145,0.026000000000000002,0.039,0.03,0.021,relaxed
0.887,130.636,1,5,0.76,0.5379999999999999,1.0,0.701,0.358,0.37200000000000005,0.314,0.34600000000000003,0.461,0.6409999999999999,0.436,0.285,0.27,angry
0.42200000000000004,137.955,0,7,0.316,0.22,0.11699999999999999,1.0,0.131,0.09300000000000001,0.13699999999999998,0.20199999999999999,0.132,0.046,0.115,0.085,0.084,relaxed
0.792,122.074,1,7,0.13,0.425,1.0,0.508,0.526,0.41600000000000004,0.528,0.36200000000000004,0.374,0.39899999999999997,0.307,0.17,0.163,sad
0.87,159.055,1,9,0.583,1.0,0.894,0.307,0.311,0.297,0.29600000000000004,0.26899999999999996,0.20600000000000002,0.145,0.086,0.063,0.272,happy
0.807,176.64700000000002,0,9,0.33399999999999996,0.627,0.807,1.0,0.88,0.581,0.47600000000000003,0.501,0.415,0.505,0.619,0.512,0.484,sad
0.8029999999999999,79.18,1,1,0.138,0.861,0.973,1.0,0.9159999999999999,0.8079999999999999,0.7440000000000001,0.638,0.515,0.42,0.311,0.251,0.253,sad
0.555,100.211,1,11,0.48700000000000004,0.546,0.435,0.52,0.484,0.294,0.41,0.484,0.302,0.59,0.531,0.743,1.0,happy
0.563,137.752,0,9,0.175,0.542,1.0,0.8590000000000001,0.871,0.584,0.581,0.44799999999999995,0.442,0.561,0.516,0.541,0.474,sad
0.938,146.334,0,6,0.665,0.74,0.868,0.92,0.705,0.9620000000000001,0.7140000000000001,0.828,0.843,0.778,0.7240000000000001,0.875,1.0,happy
0.84,128.011,1,0,0.893,0.193,1.0,0.34600000000000003,0.114,0.096,0.11199999999999999,0.10400000000000001,0.09699999999999999,0.11,0.11,0.106,0.062,happy
0.375,89.986,1,7,0.29600000000000004,0.032,0.226,0.04,0.10099999999999999,0.1,0.066,0.028999999999999998,0.044000000000000004,0.21,1.0,0.235,0.049,happy
0.919,166.36700000000002,1,5,0.5720000000000001,1.0,0.639,0.318,0.235,0.285,0.433,0.311,0.369,0.41700000000000004,0.39299999999999996,0.529,0.47200000000000003,angry
0.8029999999999999,114.559,1,11,0.145,1.0,0.963,0.7759999999999999,0.743,0.904,0.741,0.545,0.648,0.544,0.611,0.611,0.64,sad
0.867,128.005,1,7,0.336,0.44,0.499,0.589,0.5329999999999999,0.715,0.7609999999999999,1.0,0.945,0.929,0.929,0.649,0.423,sad
0.6970000000000001,128.928,1,0,0.672,0.863,0.935,0.601,0.67,0.609,0.643,0.772,0.996,1.0,0.938,0.9059999999999999,0.858,happy
0.951,144.969,0,1,0.634,0.655,0.541,0.695,1.0,0.493,0.517,0.621,0.721,0.805,0.474,0.539,0.5429999999999999,happy
0.922,147.955,1,11,0.752,0.7340000000000001,0.79,0.84,1.0,0.9329999999999999,0.904,0.8270000000000001,0.9440000000000001,0.7709999999999999,0.748,0.639,0.924,relaxed
0.41200000000000003,145.79,1,5,0.124,0.105,0.20800000000000002,0.257,0.22399999999999998,0.29600000000000004,0.47600000000000003,0.698,1.0,0.708,0.365,0.373,0.29,sad
0.797,111.369,1,7,0.643,0.659,0.682,0.507,0.44,0.623,1.0,0.7929999999999999,0.802,0.73,0.643,0.6459999999999999,0.17300000000000001,happy
0.39799999999999996,80.001,0,7,0.337,1.0,0.769,0.207,0.107,0.1,0.17,0.252,0.294,0.325,0.34299999999999997,0.418,0.591,relaxed
0.332,108.229,1,3,0.267,0.95,1.0,0.38,0.358,0.326,0.349,0.39,0.32299999999999995,0.261,0.158,0.096,0.231,sad
0.789,124.01299999999999,1,1,0.946,0.203,0.163,0.05,0.45299999999999996,0.373,0.08,0.09699999999999999,0.046,0.769,1.0,0.255,0.021,happy
0.624,174.513,0,10,0.961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,happy
0.8009999999999999,120.40899999999999,0,4,0.8909999999999999,0.076,0.048,0.10400000000000001,0.069,0.039,0.046,0.055,1.0,0.5,0.07200000000000001,0.034,0.048,sad
0.9229999999999999,96.535,0,11,0.44,1.0,0.506,0.163,0.10400000000000001,0.32299999999999995,0.337,0.264,0.134,0.16699999999999998,0.165,0.11199999999999999,0.9279999999999999,angry
0.522,123.074,0,7,0.254,0.6829999999999999,0.652,0.306,0.196,0.14300000000000002,0.185,0.18100000000000002,0.191,1.0,0.389,0.113,0.34700000000000003,relaxed
0.177,150.873,1,8,0.353,0.932,0.365,0.33299999999999996,0.363,0.486,0.349,0.8109999999999999,0.815,0.737,0.741,1.0,0.899,relaxed
0.679,126.867,1,2,0.971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,happy
0.922,98.631,0,4,0.8009999999999999,0.214,0.305,0.14300000000000002,0.213,1.0,0.23800000000000002,0.062,0.095,0.138,0.13699999999999998,0.061,0.28300000000000003,happy
0.7,129.94,1,8,0.899,0.374,0.397,0.409,0.23,0.17600000000000002,0.215,0.168,1.0,0.54,0.256,0.25,0.256,happy
0.893,129.977,1,0,0.639,0.6890000000000001,0.991,0.711,1.0,0.618,0.486,0.32799999999999996,0.235,0.228,0.381,0.245,0.408,happy
0.745,101.97200000000001,1,2,0.48100000000000004,0.409,1.0,0.221,0.13,0.08,0.113,0.175,0.11199999999999999,0.08900000000000001,0.07,0.071,0.106,happy
0.0636,101.51700000000001,1,0,0.282,0.9520000000000001,0.441,0.423,0.42200000000000004,0.396,0.387,1.0,0.998,0.883,0.883,0.8759999999999999,0.831,sad
0.701,120.005,1,6,0.7390000000000001,0.812,0.929,0.763,0.705,0.726,0.674,0.807,0.8690000000000001,0.8079999999999999,1.0,0.8029999999999999,0.961,happy
0.62,150.944,1,9,0.816,0.07200000000000001,0.12300000000000001,1.0,0.159,0.43,0.308,0.74,0.213,0.319,0.517,0.155,0.078,happy
0.14800000000000002,150.54399999999998,1,0,0.6509999999999999,0.188,0.276,0.392,0.42200000000000004,0.261,0.305,0.284,1.0,0.588,0.19699999999999998,0.14800000000000002,0.179,sad
0.997,122.48899999999999,1,8,0.068,0.188,0.19,0.282,0.7979999999999999,1.0,0.532,0.298,0.38299999999999995,0.11800000000000001,0.263,0.268,0.16399999999999998,angry
0.7020000000000001,137.097,1,4,0.302,1.0,0.743,0.565,0.429,0.37799999999999995,0.525,0.467,0.39,0.366,0.381,0.682,0.981,angry
0.386,148.46,0,1,0.1,0.12300000000000001,0.28,0.292,0.8759999999999999,0.37,1.0,0.267,0.8859999999999999,0.371,0.20800000000000002,0.435,0.335,sad
0.428,102.104,1,2,0.196,0.953,1.0,0.7440000000000001,0.7240000000000001,0.847,0.813,0.8809999999999999,0.885,0.84,0.841,0.6920000000000001,0.055999999999999994,sad
0.662,97.064,1,8,0.8170000000000001,0.73,0.618,0.725,0.733,0.361,0.261,0.29,0.93,0.981,0.6709999999999999,0.597,1.0,happy
0.685,129.27100000000002,1,4,0.19399999999999998,0.504,0.635,0.5379999999999999,0.525,0.865,0.8190000000000001,1.0,0.9990000000000001,0.903,0.92,0.575,0.053,angry
0.667,91.01700000000001,0,2,0.243,0.302,0.284,0.26899999999999996,0.255,0.249,0.262,0.258,0.29600000000000004,0.516,1.0,0.489,0.215,relaxed
0.99,130.732,1,4,0.431,0.483,0.353,1.0,0.332,0.166,0.19899999999999998,0.243,0.9359999999999999,0.32799999999999996,0.47,0.322,0.8320000000000001,angry
0.251,146.327,1,0,0.426,0.728,0.727,1.0,0.772,0.7070000000000001,0.782,0.879,0.873,0.6729999999999999,0.868,0.836,0.831,relaxed
0.63,126.941,0,11,0.935,0.26899999999999996,0.547,0.513,0.521,1.0,0.9740000000000001,0.562,0.5720000000000001,0.122,0.141,0.16,0.114,happy
0.98,104.084,1,10,0.396,0.066,0.09300000000000001,0.313,0.04,0.025,0.413,0.051,0.018000000000000002,0.022000000000000002,0.151,1.0,0.08900000000000001,angry
0.902,155.526,1,8,0.768,1.0,0.987,0.7140000000000001,0.695,0.6809999999999999,0.6809999999999999,0.6709999999999999,0.664,0.6579999999999999,0.643,0.637,0.457,happy
0.9690000000000001,163.535,0,4,0.564,0.998,0.784,0.381,0.35200000000000004,0.312,0.40700000000000003,0.469,0.27699999999999997,0.28600000000000003,0.268,0.425,1.0,angry
0.655,102.16,0,9,0.963,1.0,0.961,0.23600000000000002,0.201,0.174,0.16,0.133,0.149,0.18,0.20800000000000002,0.20199999999999999,0.341,angry
0.5329999999999999,94.376,0,9,0.524,0.579,0.419,1.0,0.99,0.632,0.8290000000000001,0.467,0.522,0.373,0.46399999999999997,0.484,0.43700000000000006,angry
0.6579999999999999,171.483,0,7,0.20600000000000002,1.0,0.976,0.975,0.9309999999999999,0.893,0.958,0.948,0.89,0.818,0.648,0.49700000000000005,0.344,sad
0.502,109.919,0,5,0.0966,0.13,0.057999999999999996,0.121,0.038,0.047,0.17,1.0,0.193,0.11,0.284,0.34700000000000003,0.106,sad
0.526,95.23,1,2,0.8109999999999999,0.637,0.546,0.56,0.561,0.503,0.5770000000000001,0.807,0.9990000000000001,1.0,0.882,0.7140000000000001,0.541,relaxed
0.9840000000000001,142.91899999999998,1,9,0.688,1.0,0.9940000000000001,0.483,0.552,0.37200000000000005,0.308,0.341,0.381,0.429,0.628,0.895,0.927,angry
0.5479999999999999,127.012,0,11,0.9620000000000001,0.585,1.0,0.5489999999999999,0.17,0.16,0.11900000000000001,0.15,0.083,0.076,0.025,0.017,0.321,relaxed
0.192,113.296,1,7,0.203,0.966,1.0,0.301,0.23399999999999999,0.19899999999999998,0.18899999999999997,0.158,0.113,0.083,0.054000000000000006,0.021,0.341,relaxed
0.823,121.96799999999999,1,8,0.147,0.08900000000000001,0.155,0.33299999999999996,1.0,0.165,0.23800000000000002,0.159,0.48100000000000004,0.133,0.179,0.355,0.076,angry
0.907,101.86200000000001,1,7,0.807,0.956,1.0,0.664,0.66,0.7040000000000001,0.706,0.605,0.258,0.355,0.353,0.875,0.547,angry
0.9229999999999999,106.266,0,11,0.569,0.486,1.0,0.67,0.6709999999999999,0.41100000000000003,0.374,0.414,0.406,0.182,0.252,0.455,0.33399999999999996,angry
0.45,116.853,1,11,0.0955,0.418,0.387,0.408,0.445,0.541,0.499,0.784,0.6459999999999999,0.695,0.541,0.37799999999999995,1.0,relaxed
0.903,110.029,0,6,0.961,0.698,1.0,0.6779999999999999,0.636,0.768,0.823,0.639,0.665,0.384,0.38299999999999995,0.271,0.166,happy
0.662,87.119,0,4,0.825,1.0,0.935,0.163,0.141,0.125,0.11699999999999999,0.10400000000000001,0.10300000000000001,0.10800000000000001,0.091,0.08199999999999999,0.21600000000000003,angry
0.0379,97.713,1,0,0.10400000000000001,0.33299999999999996,0.196,0.331,0.231,0.11599999999999999,0.209,0.18,1.0,0.424,0.098,0.139,0.129,sad
0.479,92.801,0,4,0.581,1.0,0.927,0.015,0.027000000000000003,0.023,0.027000000000000003,0.022000000000000002,0.019,0.02,0.03,0.055,0.084,relaxed
0.958,137.829,1,1,0.0368,0.603,0.43799999999999994,0.536,0.638,1.0,0.9359999999999999,0.9209999999999999,0.34700000000000003,0.449,0.644,0.302,0.728,angry
0.611,121.836,1,0,0.9159999999999999,0.961,1.0,0.631,0.7020000000000001,0.7190000000000001,0.696,0.755,0.45799999999999996,0.56,0.512,0.53,0.49200000000000005,happy
0.429,118.037,1,5,0.857,0.662,0.711,0.6,0.41600000000000004,0.522,1.0,0.612,0.544,0.602,0.514,0.588,0.639,happy
0.895,166.125,0,0,0.561,0.833,0.6729999999999999,0.779,0.605,0.583,0.578,0.624,0.725,0.6859999999999999,0.713,0.747,1.0,happy
0.413,119.243,1,10,0.746,0.725,1.0,0.447,0.47100000000000003,0.33799999999999997,0.299,0.297,0.32899999999999996,0.39399999999999996,0.157,0.526,0.6779999999999999,happy
0.309,122.039,1,1,0.426,1.0,0.986,0.585,0.556,0.575,0.5579999999999999,0.563,0.556,0.5429999999999999,0.546,0.516,0.147,relaxed
0.978,122.822,1,8,0.46,0.461,1.0,0.188,0.1,0.065,0.24600000000000002,0.094,0.12300000000000001,0.5329999999999999,0.203,0.127,0.095,sad
0.552,180.755,1,9,0.387,0.401,0.556,0.737,0.511,0.8190000000000001,0.54,0.442,0.621,1.0,0.9009999999999999,0.515,0.335,happy
0.754,148.692,1,2,0.402,1.0,0.316,0.281,0.278,0.12,0.11900000000000001,0.9109999999999999,0.9079999999999999,0.9079999999999999,0.9129999999999999,0.914,0.847,happy
0.977,94.98700000000001,1,0,0.457,0.5379999999999999,0.807,0.765,0.409,0.302,0.21,0.36700000000000005,0.187,0.203,1.0,0.419,0.284,angry
0.159,98.939,1,10,0.499,0.8009999999999999,0.972,0.877,0.9440000000000001,0.93,1.0,0.961,0.897,0.8079999999999999,0.583,0.429,0.73,happy
0.743,110.15700000000001,1,2,0.46799999999999997,0.134,0.563,0.158,0.20600000000000002,1.0,0.248,0.098,0.131,0.23199999999999998,0.978,0.132,0.069,sad
0.6729999999999999,169.07,1,9,0.826,0.24100000000000002,0.204,0.214,0.183,0.26899999999999996,1.0,0.14300000000000002,0.121,0.124,0.132,0.132,0.134,happy
0.38,82.04,1,7,0.12,0.632,0.6409999999999999,0.293,0.37200000000000005,0.608,1.0,0.99,0.542,0.988,0.773,0.7879999999999999,0.563,relaxed
0.17,83.87200000000001,1,9,0.0883,1.0,0.8270000000000001,0.693,0.40399999999999997,0.366,0.602,0.79,0.87,0.836,0.7340000000000001,0.69,0.7040000000000001,relaxed
0.467,119.93799999999999,1,0,0.522,1.0,0.996,0.6,0.5820000000000001,0.5720000000000001,0.594,0.5589999999999999,0.583,0.542,0.545,0.5589999999999999,0.27,relaxed
0.0137,178.396,0,4,0.203,0.722,1.0,0.266,0.22699999999999998,0.24100000000000002,0.272,0.282,0.595,0.35600000000000004,0.205,0.17300000000000001,0.418,sad
0.617,147.989,1,0,0.18899999999999997,0.071,0.171,1.0,0.155,0.109,0.292,0.228,0.812,0.192,0.055999999999999994,0.057,0.254,sad
0.9440000000000001,94.47,0,10,0.18100000000000002,0.184,0.264,0.345,0.368,0.386,1.0,0.9259999999999999,0.57,0.5920000000000001,0.35700000000000004,0.588,0.188,angry
0.545,111.40700000000001,0,11,0.654,0.95,1.0,0.821,0.677,0.654,0.675,0.7140000000000001,0.7829999999999999,0.825,0.826,0.943,0.9470000000000001,angry
0.797,89.274,1,11,0.802,0.042,0.006999999999999999,0.006999999999999999,0.006,0.004,0.004,0.006999999999999999,0.004,0.009000000000000001,0.008,0.028999999999999998,1.0,relaxed
0.669,134.026,1,7,0.825,0.23,0.214,0.17300000000000001,0.11699999999999999,0.131,0.131,0.35200000000000004,0.968,1.0,0.8420000000000001,0.532,0.311,happy
0.371,149.95600000000002,0,6,0.251,0.93,0.818,1.0,0.591,0.57,0.27899999999999997,0.174,0.47600000000000003,0.319,0.22,0.147,0.32299999999999995,sad
0.419,110.446,0,5,0.529,0.9059999999999999,1.0,0.373,0.34,0.408,0.42,0.27899999999999997,0.278,0.261,0.203,0.203,0.373,relaxed
0.948,172.18900000000002,1,0,0.41600000000000004,0.551,1.0,0.9490000000000001,0.45899999999999996,0.373,0.5329999999999999,0.27,0.187,0.237,0.17800000000000002,0.149,0.406,angry
0.94,135.541,1,2,0.35,0.909,0.794,0.922,0.76,0.723,0.72,0.8420000000000001,0.7390000000000001,0.795,0.755,0.723,1.0,happy
0.525,160.033,0,0,0.223,0.7559999999999999,1.0,0.648,0.606,0.655,0.6829999999999999,0.532,0.526,0.35600000000000004,0.366,0.261,0.11,sad
0.381,130.674,1,2,0.38299999999999995,0.996,1.0,0.575,0.528,0.506,0.507,0.48700000000000004,0.466,0.466,0.45,0.446,0.608,happy
0.7040000000000001,140.629,1,7,0.6559999999999999,0.915,1.0,0.867,0.89,0.97,0.9109999999999999,0.426,0.387,0.17300000000000001,0.145,0.26899999999999996,0.16,angry
0.92,164.23,1,9,0.7390000000000001,0.985,1.0,0.5820000000000001,0.461,0.41200000000000003,0.373,0.32299999999999995,0.3,0.33,0.341,0.39799999999999996,0.7020000000000001,happy
0.737,114.881,0,8,0.85,1.0,0.978,0.281,0.23600000000000002,0.20800000000000002,0.20600000000000002,0.201,0.17300000000000001,0.16399999999999998,0.14800000000000002,0.17,0.335,happy
0.863,75.48,1,0,0.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,angry
0.883,147.142,0,9,0.69,0.752,1.0,0.882,0.873,0.7929999999999999,0.644,0.94,0.9059999999999999,0.7559999999999999,0.993,0.647,0.162,happy
0.951,147.871,0,9,0.617,1.0,0.852,0.07,0.055999999999999994,0.07400000000000001,0.06,0.071,0.06,0.07400000000000001,0.055,0.028999999999999998,0.034,angry
0.703,108.469,1,6,0.8009999999999999,0.976,1.0,0.287,0.239,0.185,0.146,0.12,0.096,0.071,0.045,0.027000000000000003,0.282,relaxed
0.929,175.44799999999998,1,9,0.65,0.7190000000000001,0.7929999999999999,0.955,0.983,0.861,1.0,0.8959999999999999,0.607,0.578,0.541,0.685,0.679,happy
0.445,122.891,1,6,0.489,0.262,1.0,0.247,0.29,0.165,0.21899999999999997,0.18,0.114,0.159,0.081,0.1,0.152,relaxed
0.46799999999999997,141.463,0,0,0.0763,0.8290000000000001,1.0,0.9690000000000001,0.706,0.46399999999999997,0.36,0.524,0.539,0.48200000000000004,0.31,0.33299999999999996,0.43,angry
0.976,137.31,0,3,0.0671,1.0,0.467,0.304,0.306,0.309,0.456,0.44,0.33899999999999997,0.298,0.322,0.397,0.489,angry
0.45799999999999996,120.29899999999999,0,1,0.779,0.191,0.21600000000000003,0.154,0.107,0.19399999999999998,0.198,0.242,1.0,0.295,0.171,0.067,0.138,relaxed
0.831,76.352,1,7,0.7659999999999999,0.8859999999999999,1.0,0.215,0.17800000000000002,0.18,0.177,0.32,0.33399999999999996,0.5760000000000001,0.49700000000000005,0.575,0.267,angry
0.929,127.059,1,2,0.539,1.0,0.755,0.47600000000000003,0.513,0.705,0.746,0.733,0.644,0.8540000000000001,0.88,0.884,0.133,angry
0.45,144.025,0,1,0.29100000000000004,0.9279999999999999,1.0,0.344,0.249,0.19,0.17,0.21,0.21600000000000003,0.142,0.125,0.17300000000000001,0.33899999999999997,relaxed
0.623,151.847,1,4,0.6829999999999999,1.0,0.995,0.563,0.531,0.498,0.51,0.48700000000000004,0.47,0.461,0.418,0.426,0.604,happy
0.597,117.24,0,6,0.26,0.336,0.313,0.32899999999999996,0.38,0.302,0.46399999999999997,0.439,0.11199999999999999,0.076,0.266,0.175,1.0,sad
0.946,88.82799999999999,0,9,0.53,1.0,0.46299999999999997,0.085,0.025,0.019,0.043,0.04,0.04,0.022000000000000002,0.03,0.016,0.39299999999999996,angry
0.239,77.042,0,3,0.0378,1.0,0.9890000000000001,0.44799999999999995,0.41200000000000003,0.395,0.40299999999999997,0.375,0.34600000000000003,0.345,0.312,0.278,0.44299999999999995,sad
0.706,93.96799999999999,1,2,0.6809999999999999,1.0,0.968,0.198,0.23199999999999998,0.22,0.25,0.261,0.254,0.231,0.174,0.15,0.142,happy
0.0466,138.054,1,3,0.133,0.523,0.17600000000000002,0.07,0.11800000000000001,0.135,0.085,0.134,0.14300000000000002,0.145,0.086,0.09300000000000001,1.0,sad
0.24,145.826,0,3,0.0797,0.8190000000000001,0.401,0.326,0.276,0.43200000000000005,1.0,0.715,0.19399999999999998,0.6920000000000001,0.546,0.475,0.833,relaxed
0.32299999999999995,95.08,1,1,0.556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,happy
0.425,111.12899999999999,0,7,0.0789,0.134,0.131,0.282,0.282,0.16699999999999998,0.261,0.625,1.0,0.9209999999999999,0.402,0.23800000000000002,0.147,sad
0.599,96.94200000000001,0,7,0.649,0.39299999999999996,0.201,1.0,0.166,0.97,0.659,0.256,0.76,0.157,0.475,0.105,0.775,happy
0.838,96.165,1,10,0.527,1.0,0.40700000000000003,0.228,0.261,0.19699999999999998,0.19,0.18,0.198,0.245,0.18899999999999997,0.09,0.9570000000000001,sad
0.665,129.899,1,0,0.862,1.0,0.757,0.305,0.303,0.209,0.19899999999999998,0.15,0.161,0.08800000000000001,0.084,0.457,0.049,angry
0.593,117.42299999999999,0,6,0.145,0.18899999999999997,0.11199999999999999,0.265,0.23399999999999999,0.163,0.214,0.256,1.0,0.9890000000000001,0.263,0.231,0.16399999999999998,sad
0.0448,81.426,1,4,0.22,1.0,0.263,0.096,0.122,0.09699999999999999,0.071,0.075,0.068,0.048,0.048,0.038,0.158,relaxed
0.608,80.182,1,7,0.526,0.491,0.397,1.0,0.157,0.846,0.187,0.42100000000000004,0.365,0.14,0.609,0.135,0.764,relaxed
0.938,163.036,1,8,0.43,0.679,0.797,1.0,0.7659999999999999,0.47700000000000004,0.39899999999999997,0.444,0.513,0.47700000000000004,0.752,0.9329999999999999,0.8009999999999999,sad
0.425,120.475,0,9,0.0893,1.0,0.948,0.08,0.057,0.048,0.032,0.036000000000000004,0.033,0.026000000000000002,0.022000000000000002,0.017,0.172,sad
0.795,112.223,1,1,0.9470000000000001,0.8740000000000001,0.927,0.687,0.64,0.606,0.754,0.879,0.987,1.0,0.777,0.66,0.76,happy
0.0518,173.43200000000002,1,0,0.275,0.515,0.489,0.465,0.45299999999999996,0.41600000000000004,0.5429999999999999,0.632,0.588,0.491,0.708,1.0,0.867,relaxed
0.975,140.985,0,0,0.424,1.0,0.929,0.488,0.512,0.617,0.595,0.773,0.733,0.754,0.6559999999999999,0.659,0.183,happy
0.595,137.993,0,11,0.745,0.135,0.63,0.631,0.623,1.0,0.9990000000000001,0.588,0.578,0.111,0.09300000000000001,0.08800000000000001,0.086,relaxed
0.9009999999999999,144.97,0,4,0.48200000000000004,1.0,0.7859999999999999,0.7509999999999999,0.602,0.387,0.45799999999999996,0.36700000000000005,0.24100000000000002,0.43200000000000005,0.442,0.6970000000000001,0.257,happy
0.215,88.334,1,5,0.11,1.0,0.294,0.501,0.37200000000000005,0.19,0.584,0.552,0.24100000000000002,0.239,0.18600000000000003,0.166,0.755,sad
0.0199,143.349,1,5,0.0414,0.2,0.213,0.2,0.171,0.11599999999999999,0.44299999999999995,0.33,0.222,0.239,0.301,1.0,0.7440000000000001,sad
0.915,147.559,1,7,0.621,0.49,0.26899999999999996,0.22699999999999998,0.213,0.517,1.0,0.312,0.129,0.145,0.177,0.163,0.168,happy
0.7929999999999999,175.294,0,11,0.5820000000000001,0.9179999999999999,1.0,0.15,0.111,0.079,0.099,0.094,0.09,0.07400000000000001,0.069,0.09300000000000001,0.17600000000000002,angry
0.905,83.88600000000001,1,1,0.655,0.727,0.47700000000000004,0.185,0.113,0.11599999999999999,0.196,0.32299999999999995,0.262,0.243,0.28800000000000003,1.0,0.32299999999999995,sad
0.502,197.94400000000002,1,2,0.154,0.778,0.273,0.109,0.076,0.096,0.297,0.617,0.361,0.7559999999999999,0.746,1.0,0.157,relaxed
0.748,138.2,0,2,0.33,0.742,1.0,0.8290000000000001,0.716,0.322,0.35100000000000003,0.555,0.627,0.62,0.583,0.158,0.157,sad
0.121,85.337,1,7,0.168,1.0,0.599,0.037000000000000005,0.042,0.038,0.126,0.133,0.031,0.048,0.021,0.069,0.953,sad
0.298,180.925,1,9,0.0367,0.575,0.648,0.596,0.627,0.868,0.748,0.747,0.872,0.855,0.9390000000000001,1.0,0.907,relaxed
0.0497,83.902,1,7,0.16399999999999998,1.0,0.9159999999999999,0.163,0.132,0.10099999999999999,0.077,0.052000000000000005,0.04,0.035,0.03,0.03,0.182,relaxed
